gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,PSC.0149,PSC.0174,PSC.0177,PSC.0186,PSC.0187,PSC.0188,PSC.0190,PSC.0202,PSC.0203,PSC.0209,PSC.0219,PSC.0228,PSC.0230,PSC.0231,uniprotID,geneID,transcript_ID,,,,,,,,
g15465.t1,36.69817743,1.931123262,0.647065125,2.984434158,0.002841033,0.011355138,21,24,80,33,9,5,12,57,32,121,4,12,207,3,P21328,RTJK_DROME,Phel_contig_23807,,,,,,,,
g15465.t1,36.69817743,1.931123262,0.647065125,2.984434158,0.002841033,0.011355138,21,24,80,33,9,5,12,57,32,121,4,12,207,3,P21328,RTJK_DROME,Phel_contig_6582,,,,,,,,
g15465.t1,36.69817743,1.931123262,0.647065125,2.984434158,0.002841033,0.011355138,21,24,80,33,9,5,12,57,32,121,4,12,207,3,P21328,RTJK_DROME,Phel_contig_9286,,,,,,,,
g15507.t1,1485.350388,-2.462280976,0.584317967,-4.21394021,2.51E-05,0.000209514,668,475,320,442,583,1579,2346,490,385,1405,373,3721,397,4399,P34147,RACA_DICDI,Phel_contig_106,,,,,,,,
g15587.t1,503.2521178,-1.128803846,0.473153304,-2.385704247,0.017046454,0.049239164,467,922,102,768,262,207,588,431,480,232,211,574,605,718,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g15588.t1,175.7128926,-1.291802719,0.37290445,-3.464165468,0.000531879,0.002780414,184,373,95,163,73,124,192,148,131,124,77,308,146,149,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g15590.t1,175.4893215,-2.034097529,0.564267631,-3.60484532,0.000312339,0.001791507,240,221,18,239,327,41,327,51,40,72,85,134,107,197,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g15594.t1,281.6440422,-2.478670144,0.552692212,-4.484720596,7.30E-06,7.20E-05,184,405,37,41,278,210,569,86,109,311,45,461,83,408,P22682,CBL_MOUSE,Phel_contig_12352,,,,,,,,
g15624.t1,405.4787431,-2.267588115,0.387914595,-5.84558598,5.05E-09,1.17E-07,243,393,169,103,299,746,704,196,178,187,143,409,230,798,Q32NT4,LRC58_XENLA,Phel_contig_7558,,,,,,,,
g15670.t1,208.4270655,1.557714364,0.320148575,4.865598306,1.14E-06,1.42E-05,124,71,217,393,102,108,27,270,318,574,483,67,410,139,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g1568.t1,141.11892,-0.467421532,0.188664836,-2.47752333,0.013229776,0.040247695,155,181,153,139,157,138,64,155,152,92,145,212,197,93,Q6GNQ1,GET3_XENLA,Phel_contig_16015,,,,,,,,
g15687.t1,4416.279327,-2.839235216,0.444216086,-6.391563264,1.64E-10,5.54E-09,3001,4409,1214,1402,3483,2854,11974,1172,1053,1329,1392,7805,1883,5237,Q9Z2F6,BCL3_MOUSE,Phel_contig_4093,,,,,,,,
g15736.t1,3614.660021,-3.555523269,0.518436918,-6.858159872,6.98E-12,3.20E-10,1058,5259,831,597,2710,2299,10849,889,665,581,527,6473,791,4064,Q9DBG7,SRPRA_MOUSE,Phel_contig_6065,,,,,,,,
g15746.t3,6.569893211,2.589790616,0.982531446,2.635834838,0.008393057,0.027991899,4,3,2,10,1,0,0,9,6,7,2,0,84,3,O75095,MEGF6_HUMAN,Phel_contig_10685,,,,,,,,
g15749.t1,237.0466316,-2.877114766,0.511652957,-5.623176264,1.87E-08,3.81E-07,357,63,19,57,597,389,220,46,41,202,52,458,61,438,P14198,AAC4_DICDI,Phel_contig_4727,,,,,,,,
g15763.t1,485.7766326,-2.085262982,0.308323858,-6.763222907,1.35E-11,5.76E-10,414,1170,255,324,806,587,539,269,140,133,196,647,312,367,P53804,TTC3_HUMAN,Phel_contig_4308,,,,,,,,
g15764.t1,2163.960015,-1.831046391,0.227475793,-8.049412062,8.32E-16,7.67E-14,2009,3447,942,1532,3482,2854,2603,1177,806,1334,956,3105,1546,1907,P53804,TTC3_HUMAN,Phel_contig_4308,,,,,,,,
g15790.t1,491.5157991,-1.189778304,0.241412052,-4.928413035,8.29E-07,1.08E-05,467,548,426,348,403,525,589,378,314,297,368,721,456,577,P53619,COPD_BOVIN,Phel_contig_8757,,,,,,,,
g15854.t1,440.2341085,-2.741621298,0.461087394,-5.945990569,2.75E-09,6.88E-08,206,684,162,144,522,328,1088,184,180,62,110,680,141,411,P20749,BCL3_HUMAN,Phel_contig_10058,,,,,,,,
g15891.t1,10.90433795,1.288197451,0.428137676,3.008839263,0.002622478,0.010626659,5,5,11,32,9,2,3,25,13,11,22,12,23,3,Q6PE15,ABHDA_MOUSE,Phel_contig_11259,,,,,,,,
g15955.t1,1905.787433,-0.743327066,0.183328422,-4.054619885,5.02E-05,0.000384719,2113,2442,1725,1625,2164,1676,1486,1910,1492,2091,1489,2133,1896,1822,P54612,2AAA_PIG,Phel_contig_493,,,,,,,,
g1599.t1,374.4112004,-5.069074341,1.149497199,-4.409818784,1.03E-05,9.68E-05,2,3,68,14,246,1723,29,1,14,34,36,32,4,2305,P00687,AMY1_MOUSE,Phel_contig_7366,,,,,,,,
g15996.t1,52.52422632,1.005304337,0.295621168,3.400650715,0.000672257,0.00337712,35,34,83,89,31,62,8,78,61,64,118,20,122,25,Q3TYE7,TLCD5_MOUSE,Phel_contig_12409,,,,,,,,
g16031.t1,257.7755304,-1.26668582,0.350973627,-3.609062686,0.000307305,0.001767589,304,327,403,110,268,311,280,117,109,165,167,345,200,243,D0Z9R0,TATD_EDWTE,Phel_contig_15690,,,,,,,,
g16049.t1,82.08635749,1.622549012,0.238246973,6.810365683,9.74E-12,4.31E-10,40,48,101,173,54,44,13,151,140,152,144,33,233,15,Q6P4R8,NFRKB_HUMAN,Phel_contig_13447,,,,,,,,
g16101.t1,163.2311392,-2.374117546,0.625626958,-3.794781402,0.000147774,0.000960169,85,965,49,43,78,206,90,52,88,43,100,112,79,40,Q9HAR2,AGRL3_HUMAN,Phel_contig_8096,,,,,,,,
g16103.t1,60.87342432,-1.286751216,0.357427026,-3.600038956,0.00031817,0.001818835,60,53,36,47,82,37,57,60,44,50,32,62,31,135,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g16193.t1,114.204805,2.359173213,0.277662444,8.496551344,1.95E-17,2.47E-15,43,25,207,252,45,32,5,307,245,198,212,32,225,47,Q9UJM8,HAOX1_HUMAN,Phel_contig_13540,,,,,,,,
g16209.t1,498.4659329,-1.258474747,0.323276881,-3.892869616,9.91E-05,0.000683159,390,668,336,234,351,594,631,369,178,479,362,867,638,452,Q8JG30,ST1B1_CHICK,Phel_contig_6433,,,,,,,,
g16222.t1,433.0236691,-0.694885059,0.268764397,-2.585480317,0.009724342,0.031489148,423,591,490,386,391,327,429,421,346,454,348,423,355,409,O00303,EIF3F_HUMAN,Phel_contig_4784,,,,,,,,
g16226.t1,67.39841499,-3.307677157,0.551791157,-5.994436689,2.04E-09,5.28E-08,27,25,6,11,63,69,108,18,19,12,7,205,41,191,Q9IBG7,KCP_XENLA,Phel_contig_531,,,,,,,,
g16308.t1,14.65492356,-3.155051033,0.909443146,-3.469211954,0.000521987,0.00273569,3,0,4,3,9,7,11,2,4,7,1,15,4,98,P23471,PTPRZ_HUMAN,Phel_contig_1612,,,,,,,,
g1637.t1,541.9077469,-0.769581376,0.272710256,-2.821974456,0.004772898,0.017481838,635,730,792,525,601,552,395,566,384,200,383,618,621,468,Q6PC91,BT3L4_DANRE,Phel_contig_6210,,,,,,,,
g16371.t1,203.8013976,2.047240942,0.315717879,6.484399773,8.91E-11,3.20E-09,166,35,392,391,64,85,31,448,418,298,412,58,481,42,Q2KIA4,SCD5_BOVIN,Phel_contig_15097,,,,,,,,
g16413.t1,1049.884342,-3.471500301,0.401735961,-8.641248581,5.56E-18,7.64E-16,593,560,104,251,1509,2262,1287,176,245,229,270,1759,215,3087,Q6PJ21,SPSB3_HUMAN,Phel_contig_8535,,,,,,,,
g16447.t1,4350.989773,2.446123201,0.470767655,5.196030729,2.04E-07,3.14E-06,2745,1212,7324,9489,1412,939,843,7640,4967,12160,10161,589,12198,127,B7ZCC9,AGRG4_MOUSE,Phel_contig_3210,,,,,,,,
g16451.t1,38.86691757,1.061099805,0.386161801,2.747811418,0.00599945,0.021168781,21,10,30,132,37,34,5,76,55,60,29,35,86,19,P10079,FBP1_STRPU,Phel_contig_5796,,,,,,,,
g16451.t1,38.86691757,1.061099805,0.386161801,2.747811418,0.00599945,0.021168781,21,10,30,132,37,34,5,76,55,60,29,35,86,19,P10079,FBP1_STRPU,Phel_contig_5797,,,,,,,,
g16459.t1,35.55854779,2.053418195,0.411473633,4.990400429,6.03E-07,8.08E-06,2,13,40,88,7,31,7,79,53,45,79,11,133,12,P42125,ECI1_MOUSE,Phel_contig_5232,,,,,,,,
g16460.t1,172.791034,-0.737933961,0.20541161,-3.592464721,0.000327565,0.00186318,184,238,142,109,182,204,113,178,196,127,158,267,214,108,P42125,ECI1_MOUSE,Phel_contig_5232,,,,,,,,
g1651.t1,213.1635598,-5.895201279,0.824336858,-7.151446912,8.59E-13,4.60E-11,33,6,2,4,645,686,67,7,18,1,11,1226,21,226,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g1651.t1,213.1635598,-5.895201279,0.824336858,-7.151446912,8.59E-13,4.60E-11,33,6,2,4,645,686,67,7,18,1,11,1226,21,226,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g1651.t1,213.1635598,-5.895201279,0.824336858,-7.151446912,8.59E-13,4.60E-11,33,6,2,4,645,686,67,7,18,1,11,1226,21,226,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g1652.t1,1509.011165,-5.725988137,0.866407963,-6.608882169,3.87E-11,1.50E-09,142,21,31,45,4302,4894,465,91,123,3,38,9307,191,1410,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g1652.t1,1509.011165,-5.725988137,0.866407963,-6.608882169,3.87E-11,1.50E-09,142,21,31,45,4302,4894,465,91,123,3,38,9307,191,1410,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g1652.t1,1509.011165,-5.725988137,0.866407963,-6.608882169,3.87E-11,1.50E-09,142,21,31,45,4302,4894,465,91,123,3,38,9307,191,1410,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g16556.t1,437.2574313,-0.566544763,0.216613727,-2.61546104,0.008910709,0.029345418,341,512,336,433,479,396,422,437,321,517,403,496,637,326,Q13045,FLII_HUMAN,Phel_contig_1378,,,,,,,,
g16613.t1,96.88565383,3.326901665,0.343619913,9.681923363,3.60E-22,9.33E-20,12,20,123,247,34,16,7,248,125,244,269,6,292,11,O05218,YWRD_BACSU,Phel_contig_13317,,,,,,,,
g16613.t1,96.88565383,3.326901665,0.343619913,9.681923363,3.60E-22,9.33E-20,12,20,123,247,34,16,7,248,125,244,269,6,292,11,O05218,YWRD_BACSU,Phel_contig_25775,,,,,,,,
g16644.t1,1178.427269,2.34490794,0.360584173,6.503080595,7.87E-11,2.88E-09,510,510,1882,2952,138,335,273,3839,1645,2633,1686,214,2470,200,Q9TU03,GDIR2_BOVIN,Phel_contig_1450,,,,,,,,
g16660.t1,139.5872588,1.524878858,0.354236576,4.304690597,1.67E-05,0.000147549,43,51,194,222,76,68,21,234,175,463,215,47,264,123,Q5R7A2,ALG1_PONAB,Phel_contig_10050,,,,,,,,
g16695.t1,55128.01028,-7.430371947,0.617714955,-12.02880372,2.51E-33,2.14E-30,25132,8311,1443,271,64124,43014,125032,779,1029,702,389,149613,676,170235,O77656,MMP13_BOVIN,Phel_contig_235,,,,,,,,
g16695.t1,55128.01028,-7.430371947,0.617714955,-12.02880372,2.51E-33,2.14E-30,25132,8311,1443,271,64124,43014,125032,779,1029,702,389,149613,676,170235,O77656,MMP13_BOVIN,Phel_contig_296,,,,,,,,
g16695.t1,55128.01028,-7.430371947,0.617714955,-12.02880372,2.51E-33,2.14E-30,25132,8311,1443,271,64124,43014,125032,779,1029,702,389,149613,676,170235,O77656,MMP13_BOVIN,Phel_contig_475,,,,,,,,
g16696.t1,44096.54245,-2.642268801,0.512168358,-5.158984858,2.48E-07,3.72E-06,26942,24872,11498,14695,21879,22590,106900,11988,18632,18025,13841,85999,14916,94493,O77656,MMP13_BOVIN,Phel_contig_235,,,,,,,,
g16696.t1,44096.54245,-2.642268801,0.512168358,-5.158984858,2.48E-07,3.72E-06,26942,24872,11498,14695,21879,22590,106900,11988,18632,18025,13841,85999,14916,94493,O77656,MMP13_BOVIN,Phel_contig_296,,,,,,,,
g16696.t1,44096.54245,-2.642268801,0.512168358,-5.158984858,2.48E-07,3.72E-06,26942,24872,11498,14695,21879,22590,106900,11988,18632,18025,13841,85999,14916,94493,O77656,MMP13_BOVIN,Phel_contig_475,,,,,,,,
g16700.t1,658.2672131,2.948965232,0.498175688,5.919528597,3.23E-09,7.90E-08,59,98,877,943,36,99,189,2113,2075,1654,966,302,1327,48,Q9R0S2,MMP24_MOUSE,Phel_contig_61,,,,,,,,
g1682.t1,65.30787588,-2.289763341,0.565142396,-4.05165735,5.09E-05,0.000388751,28,37,32,19,302,112,7,31,22,31,35,72,16,145,O14522,PTPRT_HUMAN,Phel_contig_619,,,,,,,,
g1683.t1,51.11338472,-2.666747418,0.573026043,-4.653797939,3.26E-06,3.58E-05,26,27,5,14,249,83,8,23,13,21,29,64,15,115,Q99M80,PTPRT_MOUSE,Phel_contig_6408,,,,,,,,
g16928.t1,226.9635488,1.564431417,0.365516669,4.280054913,1.87E-05,0.000161731,216,65,273,571,97,137,44,498,415,132,409,101,762,43,Q62867,GGH_RAT,Phel_contig_13033,,,,,,,,
g16936.t1,817.6822727,-3.061152985,0.914465423,-3.34747811,0.000815504,0.003989053,18,18,203,56,2262,1900,51,310,319,307,102,335,172,4298,P27463,AL1A1_CHICK,Phel_contig_7066,,,,,,,,
g16951.t1,124.1086636,2.561016226,0.325131382,7.876865676,3.36E-15,2.84E-13,26,19,199,288,31,80,16,272,160,242,342,17,358,29,P80404,GABT_HUMAN,Phel_contig_20161,,,,,,,,
g16952.t1,111.2887755,2.662666467,0.421432841,6.318127606,2.65E-10,8.55E-09,13,16,159,308,19,84,10,234,152,208,301,12,330,32,P80147,GABT_PIG,Phel_contig_14297,,,,,,,,
g16960.t1,343.0670825,-1.299643264,0.251778687,-5.161847809,2.45E-07,3.68E-06,481,468,197,269,273,265,371,316,241,193,221,498,284,397,Q90889,MAFG_CHICK,Phel_contig_1944,,,,,,,,
g16967.t1,1432.933354,-5.918542812,0.530895018,-11.14823574,7.30E-29,3.74E-26,249,1206,90,48,2406,1696,3198,63,61,14,53,4278,74,2493,Q06248,HSP74_PARLI,Phel_contig_6857,,,,,,,,
g1699.t1,211.4131201,-1.713066273,0.30684987,-5.582750535,2.37E-08,4.68E-07,215,287,116,105,603,369,92,148,104,81,193,287,96,187,O14522,PTPRT_HUMAN,Phel_contig_619,,,,,,,,
g17015.t1,276.7093813,0.65086072,0.236042654,2.757386048,0.005826552,0.020646588,192,335,311,547,176,192,87,459,346,351,413,186,530,118,Q5ZL55,CHMP6_CHICK,Phel_contig_8821,,,,,,,,
g17083.t1,281.6669167,-1.359057516,0.393197947,-3.456420686,0.0005474,0.002843398,298,672,340,164,210,172,327,159,123,177,167,332,211,228,Q7T2A5,EIF3L_DANRE,Phel_contig_2018,,,,,,,,
g1711.t1,1604.606484,-2.492494078,0.368396681,-6.765788631,1.33E-11,5.67E-10,1053,1332,653,719,1855,1689,3257,553,669,376,552,2979,635,2406,Q66JF3,MKNK1_XENTR,Phel_contig_904,,,,,,,,
g17121.t1,47.45339227,-4.079505826,0.774136326,-5.269751193,1.37E-07,2.22E-06,3,122,1,2,33,24,118,9,15,7,5,24,6,113,A2APV2,FMNL2_MOUSE,Phel_contig_17045,,,,,,,,
g17169.t1,97.60088807,1.867191245,0.335202749,5.57033393,2.54E-08,4.99E-07,58,41,161,122,39,26,12,169,141,289,210,22,220,51,P25325,THTM_HUMAN,Phel_contig_14226,,,,,,,,
g17202.t1,527.7620819,-0.783779511,0.139291893,-5.626885358,1.83E-08,3.74E-07,546,533,384,497,832,590,392,475,422,545,434,609,605,458,P31319,KAPR_APLCA,Phel_contig_4490,,,,,,,,
g17221.t1,10.11158157,1.0884799,0.433626863,2.510176361,0.012067088,0.03738843,7,7,19,22,5,5,6,12,22,7,10,4,27,3,Q6ZMW2,ZN782_HUMAN,Phel_contig_7186,,,,,,,,
g17237.t1,265.1857346,-1.678634843,0.367346326,-4.569624698,4.89E-06,5.11E-05,340,289,256,129,231,303,279,143,124,46,172,278,227,544,A4VPC3,ISPE_STUS1,Phel_contig_4016,,,,,,,,
g17246.t1,8143.502578,-5.787740096,0.384544382,-15.05090276,3.41E-51,3.49E-47,13260,4485,618,128,17881,9685,12441,328,378,282,283,19791,447,15040,P49109,FMO5_CAVPO,Phel_contig_171,,,,,,,,
g17254.t1,128.7659744,-1.284697641,0.229435422,-5.599386666,2.15E-08,4.30E-07,128,99,76,60,224,154,128,112,82,82,76,211,181,133,Q80U30,CL16A_MOUSE,Phel_contig_13487,,,,,,,,
g17258.t1,985.0619398,-5.038768626,0.635169357,-7.932952956,2.14E-15,1.88E-13,381,538,107,11,1624,1169,2465,19,28,171,65,1671,84,2152,O35717,SOCS2_MOUSE,Phel_contig_124,,,,,,,,
g17367.t1,365.2350918,-3.1564335,0.504055198,-6.262079063,3.80E-10,1.17E-08,565,47,140,82,894,1037,192,56,67,92,88,1389,101,220,Q6PJ21,SPSB3_HUMAN,Phel_contig_8535,,,,,,,,
g17508.t1,58.90617538,-5.552761008,1.582203583,-3.509511081,0.000448931,0.002413905,0,0,13,0,62,344,1,0,2,0,4,17,0,292,P08594,AQL1_THEAQ,Phel_contig_25210,,,,,,,,
g17517.t1,597.0569784,-2.11073877,0.345124994,-6.115867611,9.60E-10,2.69E-08,551,522,222,206,428,788,1008,254,330,343,214,899,368,1042,Q5MJS3,FA20C_MOUSE,Phel_contig_5602,,,,,,,,
g17524.t1,1120.729109,1.662963132,0.296317767,5.6120939,2.00E-08,4.02E-07,729,318,1897,1874,286,363,460,1913,1927,2050,2155,330,3030,482,P70549,NAC3_RAT,Phel_contig_1499,,,,,,,,
g17525.t1,57.55849219,-0.692280613,0.24105305,-2.871901486,0.004080101,0.015364929,50,63,68,51,98,73,32,75,34,55,33,79,67,40,Q6P8E9,NH2L1_XENTR,Phel_contig_4737,,,,,,,,
g17566.t1,2370.693218,-1.13130087,0.315444777,-3.586367415,0.000335316,0.001900405,2622,2721,2315,1524,1423,1911,3312,1764,1399,1669,1869,3244,2254,2441,Q6RUV5,RAC1_RAT,Phel_contig_3656,,,,,,,,
g17566.t1,2370.693218,-1.13130087,0.315444777,-3.586367415,0.000335316,0.001900405,2622,2721,2315,1524,1423,1911,3312,1764,1399,1669,1869,3244,2254,2441,Q6RUV5,RAC1_RAT,Phel_contig_9460,,,,,,,,
g17567.t1,131.8822141,-1.603611522,0.407872366,-3.931650324,8.44E-05,0.000600497,161,276,135,62,69,164,174,81,64,34,74,101,116,134,Q6RUV5,RAC1_RAT,Phel_contig_3656,,,,,,,,
g17567.t1,131.8822141,-1.603611522,0.407872366,-3.931650324,8.44E-05,0.000600497,161,276,135,62,69,164,174,81,64,34,74,101,116,134,Q6RUV5,RAC1_RAT,Phel_contig_9460,,,,,,,,
g17615.t1,356.828423,-3.518205517,0.625670261,-5.62309852,1.88E-08,3.81E-07,1137,520,41,61,129,673,383,185,10,84,65,61,55,756,Q06805,TIE1_BOVIN,Phel_contig_907,,,,,,,,
g17668.t1,346.2720282,-1.422664826,0.282906526,-5.028745162,4.94E-07,6.75E-06,543,543,249,216,302,408,329,187,180,361,189,380,205,377,Q9BQA9,CYBC1_HUMAN,Phel_contig_3790,,,,,,,,
g17678.t1,76.33299461,1.509906881,0.285075996,5.296506551,1.18E-07,1.94E-06,26,35,109,165,56,56,7,173,115,71,173,49,195,23,Q1JP75,DCXR_BOVIN,Phel_contig_1669,,,,,,,,
g17754.t1,502.7019142,-1.044826458,0.268403293,-3.892748288,9.91E-05,0.000683159,490,553,397,411,418,387,619,502,389,378,287,688,474,589,Q4R5V2,EMC7_MACFA,Phel_contig_1721,,,,,,,,
g1781.t1,7707.490667,2.551813001,0.309698687,8.239663601,1.73E-16,1.79E-14,3522,3088,17690,14776,1570,2209,792,18175,11763,15468,16450,1419,19550,875,P26932,CNN1_CHICK,Phel_contig_3342,,,,,,,,
g17844.t1,1581.697734,-2.194245313,0.445294842,-4.927623469,8.32E-07,1.08E-05,1502,2554,1315,340,1206,1432,2528,501,437,1143,462,2751,459,2182,Q94738,HSP97_MESFR,Phel_contig_15246,,,,,,,,
g17844.t1,1581.697734,-2.194245313,0.445294842,-4.927623469,8.32E-07,1.08E-05,1502,2554,1315,340,1206,1432,2528,501,437,1143,462,2751,459,2182,Q94738,HSP97_MESFR,Phel_contig_2080,,,,,,,,
g17844.t1,1581.697734,-2.194245313,0.445294842,-4.927623469,8.32E-07,1.08E-05,1502,2554,1315,340,1206,1432,2528,501,437,1143,462,2751,459,2182,Q94738,HSP97_MESFR,Phel_contig_7541,,,,,,,,
g1785.t1,1675.017243,-1.729797763,0.327197325,-5.286711201,1.25E-07,2.04E-06,1690,2354,1375,501,1398,1670,2208,1067,766,1182,743,2806,925,2233,O14522,PTPRT_HUMAN,Phel_contig_619,,,,,,,,
g17857.t1,103.2307795,-3.634933791,0.989932759,-3.671899689,0.000240754,0.001444372,15,2,10,6,295,121,7,16,38,0,23,917,47,36,Q5RD64,CNTP2_PONAB,Phel_contig_1504,,,,,,,,
g17857.t1,103.2307795,-3.634933791,0.989932759,-3.671899689,0.000240754,0.001444372,15,2,10,6,295,121,7,16,38,0,23,917,47,36,Q5RD64,CNTP2_PONAB,Phel_contig_22898,,,,,,,,
g17858.t1,328.9552547,-3.312833692,0.914652264,-3.621959758,0.00029238,0.001699887,19,6,66,16,697,563,23,49,142,5,99,2390,158,500,Q9C0A0,CNTP4_HUMAN,Phel_contig_8143,,,,,,,,
g17930.t1,70.33438906,-1.318581995,0.402135462,-3.278949806,0.001041942,0.004883147,22,48,43,46,108,123,57,69,46,17,30,134,119,112,O95164,UBL3_HUMAN,Phel_contig_7628,,,,,,,,
g17943.t1,415.7027552,-4.387756509,0.872724284,-5.027654887,4.97E-07,6.78E-06,38,12,10,11,2348,807,54,25,119,28,42,2169,102,201,A7Y2W8,SC6A9_XENLA,Phel_contig_5542,,,,,,,,
g17964.t1,223.5054595,1.561336785,0.343765592,4.541864636,5.58E-06,5.71E-05,46,108,399,416,173,194,49,587,227,384,285,47,672,72,Q90744,NAGAB_CHICK,Phel_contig_19722,,,,,,,,
g17977.t1,231.0697221,-2.143427571,0.309143677,-6.933434936,4.11E-12,1.94E-10,181,366,104,69,247,250,382,131,104,95,102,375,132,261,Q9Z255,UBE2A_MOUSE,Phel_contig_5895,,,,,,,,
g18054.t1,41.27639908,3.028362461,0.470602156,6.435079876,1.23E-10,4.30E-09,4,5,27,140,4,17,9,101,118,78,61,3,120,9,P79761,CP1A5_CHICK,Phel_contig_12365,,,,,,,,
g18066.t1,339.4941799,-1.391592607,0.260809818,-5.335660351,9.52E-08,1.60E-06,378,568,257,193,362,263,403,279,194,196,218,451,283,329,Q6DHL4,SUMO2_DANRE,Phel_contig_8695,,,,,,,,
g1807.t1,388.2647182,-3.131798656,0.838730077,-3.73397681,0.00018848,0.001179209,511,262,83,79,366,262,878,30,180,244,0,211,17,1006,P41233,ABCA1_MOUSE,Phel_contig_3848,,,,,,,,
g1807.t3,338.428486,-1.748349993,0.502981266,-3.475974374,0.000509001,0.002681358,83,123,122,293,278,460,384,356,80,165,137,946,222,760,P41233,ABCA1_MOUSE,Phel_contig_3848,,,,,,,,
g1807.t4,569.9326245,-3.489233331,0.865506971,-4.031432964,5.54E-05,0.000419855,268,0,68,21,1388,1336,641,65,158,19,149,1240,405,1396,P41233,ABCA1_MOUSE,Phel_contig_3848,,,,,,,,
g18175.t1,17.37618136,1.101826198,0.369975887,2.978102731,0.002900388,0.011537861,6,7,19,38,6,10,4,31,22,31,20,27,52,9,P10079,FBP1_STRPU,Phel_contig_5796,,,,,,,,
g18175.t1,17.37618136,1.101826198,0.369975887,2.978102731,0.002900388,0.011537861,6,7,19,38,6,10,4,31,22,31,20,27,52,9,P10079,FBP1_STRPU,Phel_contig_5797,,,,,,,,
g18247.t1,638.8979401,-3.361787997,0.526059823,-6.390505127,1.65E-10,5.57E-09,529,742,49,45,503,739,1375,236,150,281,89,627,111,1482,Q9C0D6,FHDC1_HUMAN,Phel_contig_12358,,,,,,,,
g18370.t1,29.04545399,1.912291114,0.419873598,4.55444477,5.25E-06,5.44E-05,19,21,46,56,5,8,3,46,40,88,53,15,66,3,B5DEQ3,XPP3_RAT,Phel_contig_18553,,,,,,,,
g18379.t1,3220.554212,-3.271710246,0.493017652,-6.63609149,3.22E-11,1.27E-09,926,778,425,799,4937,5284,5624,1018,789,907,499,9184,791,6454,O08623,SQSTM_RAT,Phel_contig_385,,,,,,,,
g18394.t1,106.5134694,1.541807001,0.355971451,4.331265877,1.48E-05,0.000132378,50,16,115,237,68,86,42,271,121,261,147,37,232,23,Q7Z2H8,S36A1_HUMAN,Phel_contig_11243,,,,,,,,
g18402.t1,569.0170534,-1.801258461,0.312336366,-5.767046859,8.07E-09,1.77E-07,558,746,322,311,421,500,905,331,260,319,311,1027,318,670,Q3TZM9,ALG11_MOUSE,Phel_contig_6226,,,,,,,,
g1842.t1,113.5567141,0.640898898,0.171853188,3.729339597,0.000191982,0.001196079,80,91,163,169,109,65,39,202,138,178,144,76,205,71,Q0VA16,WDR70_XENTR,Phel_contig_2814,,,,,,,,
g18496.t1,195.5276375,-2.433584357,0.427719084,-5.689679161,1.27E-08,2.66E-07,169,139,86,71,116,170,363,78,75,46,69,274,107,496,Q9JMD3,STA10_MOUSE,Phel_contig_5637,,,,,,,,
g18506.t1,194.7748741,1.408515174,0.30579332,4.606101844,4.10E-06,4.40E-05,81,48,230,373,130,191,29,441,384,277,296,62,488,118,Q5RFI8,PGM2_PONAB,Phel_contig_10654,,,,,,,,
g18579.t1,148.0738896,1.905600546,0.212159336,8.981931133,2.66E-19,4.46E-17,82,44,186,347,85,56,19,293,255,284,245,58,464,40,Q9JME2,CHSTB_MOUSE,Phel_contig_12736,,,,,,,,
g18593.t1,7.81436371,-4.730874839,1.081741282,-4.373388461,1.22E-05,0.000112048,2,0,0,0,6,17,4,1,1,0,2,41,1,26,P43141,ADB4C_MELGA,Phel_contig_130,,,,,,,,
g18632.t1,104.2025086,-1.11182143,0.369341054,-3.010283905,0.002610036,0.010584399,89,47,53,85,98,104,96,59,72,140,49,290,113,129,Q9Y2Q0,AT8A1_HUMAN,Phel_contig_1756,,,,,,,,
g18632.t2,79.42978024,-2.192326997,0.574612409,-3.815314397,0.00013601,0.000895834,65,69,11,27,204,136,57,59,27,0,63,120,76,142,Q9Y2Q0,AT8A1_HUMAN,Phel_contig_1756,,,,,,,,
g18643.t1,7.115282303,-2.665716993,1.040278511,-2.56250318,0.010392064,0.033255578,3,8,1,0,20,28,0,3,6,0,1,27,7,0,A4IF63,TRIM2_BOVIN,Phel_contig_5382,,,,,,,,
g18722.t1,33.79357055,-4.810886125,0.721437144,-6.668475785,2.58E-11,1.05E-09,7,10,6,2,34,67,54,1,2,0,5,84,4,111,Q91875,FGF9_XENLA,Phel_contig_5418,,,,,,,,
g18746.t1,69.60309287,2.276755951,0.525294574,4.334246089,1.46E-05,0.000130975,3,6,73,225,45,43,6,184,126,66,138,10,223,35,Q90744,NAGAB_CHICK,Phel_contig_19722,,,,,,,,
