geneID	geneName
g10847.t1	COLQ_MOUSE
g10847.t2	COLQ_TORMA
g10849.t1	GPR21_MOUSE
g10850.t1	NEK1_MOUSE
g10852.t1	EAA2_MOUSE
g10853.t1	AGRD1_HUMAN
g10857.t3	NAV2_HUMAN
g10857.t4	NAV2_HUMAN
g10858.t1	DEN5A_HUMAN
g10858.t2	DEN5A_HUMAN
g10860.t1	RBM28_MOUSE
g10861.t1	TSPO_HUMAN
g10862.t1	TSPO_HUMAN
g10863.t1	SHCAF_MOUSE
g10864.t1	PP6R3_CHICK
g10864.t2	PP6R3_CHICK
g10865.t1	PP6R3_MOUSE
g10866.t1	RAB21_MOUSE
g10867.t1	HINT2_MOUSE
g10870.t1	GRM8_RAT
g10875.t1	HARB1_RAT
g10878.t1	SYT6_RAT
g10878.t2	SYT6_MOUSE
g10879.t1	TNPO3_HUMAN
g10880.t1	RERG_MOUSE
g10882.t1	RERG_MOUSE
g10883.t1	RERG_MOUSE
g10884.t1	RL44_OCHTR
g10885.t1	CELF2_PONAB
g10885.t1	CELF2_PONAB
g10885.t2	CELF2_RAT
g10885.t2	CELF2_RAT
g10885.t3	CELF2_RAT
g10885.t3	CELF2_RAT
g10885.t4	CELF2_XENTR
g10885.t4	CELF2_XENTR
g10887.t1	STK33_HUMAN
g10889.t1	ANO5_HUMAN
g10889.t2	ANO5_HUMAN
g10889.t3	ANO5_HUMAN
g10889.t4	ANO5_HUMAN
g10890.t1	ANO4_MOUSE
g10891.t1	NELL2_XENLA
g10891.t2	NELL2_XENLA
g10893.t1	CMA1A_XENLA
g10894.t1	WEE1_RAT
g10895.t1	T11L1_HUMAN
g10897.t1	PWP1_BOVIN
g10898.t1	PTHB1_XENLA
g10898.t2	PTHB1_XENLA
g10899.t1	PTHB1_XENLA
g10900.t1	PREP_XENTR
g10901.t1	PTPRH_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10902.t1	TENN_MOUSE
g10904.t1	ZBT17_MOUSE
g10905.t1	ZN782_HUMAN
g10905.t1	ZN782_HUMAN
g10906.t1	ZN567_BOVIN
g10906.t2	ZBT17_CHICK
g10907.t1	ACVR1_CHICK
g10908.t1	ACVR1_CHICK
g10910.t1	NWD1_HUMAN
g10911.t1	5NT3A_CHICK
g10913.t1	MT21A_HUMAN
g10914.t1	UBP37_DANRE
g10916.t1	NGLY1_DANRE
g10917.t1	NGLY1_CHICK
g10917.t2	NGLY1_CHICK
g10923.t1	BI1_PAROL
g10925.t1	CHSTB_HUMAN
g10926.t1	CHSTB_MOUSE
g10927.t1	PRI2_MOUSE
g10928.t1	TRAK1_MOUSE
g10928.t2	TRAK1_MOUSE
g10928.t3	TRAK1_MOUSE
g10929.t1	ODAD2_MOUSE
g10929.t1	ODAD2_MOUSE
g10931.t1	PLD1_CRIGR
g10933.t1	US6NL_MOUSE
g10934.t1	BAK_HUMAN
g10934.t2	BAK_HUMAN
g10944.t1	AT5F1_PONAB
g10945.t1	CARTF_RAT
g10949.t1	RL10A_RAT
g10950.t1	UBP47_MOUSE
g10951.t1	UBP47_CHICK
g10951.t1	UBP47_CHICK
g10952.t1	UBP47_CHICK
g10953.t1	CDC37_HUMAN
g10953.t2	CDC37_HUMAN
g10953.t3	CDC37_TETFL
g10954.t1	PPAP_BOVIN
g10954.t2	PPAP_BOVIN
g10955.t1	SUM1_LYTVA
g10963.t1	RERG_HUMAN
g10964.t1	PATL1_MOUSE
g10964.t2	PATL1_MOUSE
g10965.t1	DEAF1_DROME
g10967.t1	TMTC1_HUMAN
g10968.t1	E2F8_HUMAN
g10970.t1	SYT12_RAT
g10976.t1	MYRIP_DANRE
g10977.t1	CSN8_DANRE
g10978.t1	MPND_DANRE
g10979.t1	OSBL6_HUMAN
g10980.t1	OSBL6_MOUSE
g10980.t2	OSBL6_MOUSE
g10984.t1	TAF5_HUMAN
g10985.t1	ALKB3_RAT
g10985.t2	ALKB3_RAT
g10986.t1	PCFT_XENLA
g10987.t1	PCFT_DANRE
g10988.t1	ACHA3_BOVIN
g10990.t1	ALDH2_HUMAN
g10991.t1	TYW5_HUMAN
g10992.t1	MAIP1_RAT
g11003.t1	UBA5_DANRE
g11004.t1	NPHP3_XENTR
g11006.t1	LARP4_MOUSE
g11007.t1	ETIF1_DROME
g11008.t1	RNF41_XENLA
g11010.t1	SETD2_MOUSE
g11010.t1	SETD2_MOUSE
g11011.t1	LRP2_RAT
g11012.t1	TNR16_CHICK
g11014.t1	CASP8_HUMAN
g11017.t1	NAGS_HUMAN
g11018.t1	CFA65_CHICK
g11020.t1	POL2_DROME
g11020.t1	POL2_DROME
g11022.t1	TM163_XENLA
g11023.t1	HYCCI_CHICK
g11037.t1	NSF_HUMAN
g11038.t1	NSF_MOUSE
g11039.t1	RTBS_DROME
g11040.t1	NEUR3_BOVIN
g11045.t1	ANK3_MOUSE
g11059.t1	NPA1P_MOUSE
g11059.t1	NPA1P_MOUSE
g11060.t1	CDC6_HUMAN
g11062.t1	WDR86_HUMAN
g11067.t1	RRAS2_MOUSE
g11068.t1	INCE_HUMAN
g11069.t1	COPB_CHICK
g11071.t1	DEOC_BOVIN
g11073.t1	TM138_HUMAN
g11076.t1	KCP_XENLA
g11076.t1	KCP_XENLA
g11076.t1	KCP_XENLA
g11076.t2	KCP_XENLA
g11076.t2	KCP_XENLA
g11076.t2	KCP_XENLA
g11077.t1	TYRO_STRGA
g11081.t1	AA2BR_MOUSE
g11082.t1	CASD1_HUMAN
g11084.t1	B3A3_DANRE
g11084.t2	B3A3_DANRE
g11084.t3	B3A2_HORSE
g11085.t1	B3A3_HUMAN
g11087.t1	PON1_HUMAN
g11088.t1	PSA_MOUSE
g11089.t1	PSA_HUMAN
g11090.t1	CP4FN_HUMAN
g11091.t1	MGT5A_CRIGR
g11092.t1	MGT5A_HUMAN
g11094.t1	LRP2_RAT
g11094.t1	LRP2_RAT
g11094.t1	LRP2_RAT
g11094.t1	LRP2_RAT
g11094.t1	LRP2_RAT
g11096.t1	STX17_BOVIN
g11111.t1	CACB2_RABIT
g11113.t1	UB2FA_MOUSE
g11114.t1	VPS25_DANRE
g11120.t1	CTNL1_PONAB
g11120.t2	CTNL1_PONAB
g11128.t1	DYH7_HUMAN
g11130.t1	MGLYR_RAT
g11131.t1	MGLYR_RAT
g11134.t1	KIF9_HUMAN
g11135.t1	KIF9_MOUSE
g11138.t1	ALS2_MOUSE
g11138.t2	ALS2_MOUSE
g11139.t1	ALS2_MOUSE
g11140.t1	KRIT1_HUMAN
g11141.t1	NBEL1_HUMAN
g11143.t1	NBEL1_HUMAN
g11143.t1	NBEL1_HUMAN
g11145.t1	CWC22_MOUSE
g11146.t1	CWC22_HUMAN
g11147.t1	CWC22_DANRE
g11147.t2	CWC22_DANRE
g11148.t1	S15A2_RAT
g11148.t2	S15A2_RAT
g11149.t1	S15A2_DANRE
g11150.t1	VPS8_HUMAN
g11150.t2	VPS8_HUMAN
g11150.t3	VPS8_HUMAN
g11151.t1	VPS8_MOUSE
g11152.t1	AVIL_HUMAN
g11152.t1	AVIL_HUMAN
g11153.t1	VILI_PIG
g11153.t1	VILI_PIG
g11154.t1	CTDSL_CHICK
g11154.t2	CTDSL_CHICK
g11157.t1	MYLIP_MOUSE
g11158.t1	IMB1_MOUSE
g11160.t1	COIA1_HUMAN
g11162.t1	COFA1_MOUSE
g11165.t1	RWDD3_MOUSE
g11165.t2	RWDD3_MOUSE
g11168.t1	CCD14_HUMAN
g11169.t1	CD63_FELCA
g11170.t1	TM163_RAT
g11171.t1	LTMD1_XENTR
g11173.t1	CSRN3_HUMAN
g11175.t1	PCYOX_BOVIN
g11176.t1	KCNH8_HUMAN
g11176.t2	KCNH8_HUMAN
g11178.t1	DBR1A_XENLA
g11179.t1	PSA1_MOUSE
g11182.t1	PDE3B_RAT
g11183.t1	S28A3_EPTST
g11183.t1	S28A3_EPTST
g11184.t1	S28A3_EPTST
g11188.t1	LECG_PATPE
g11190.t1	SMAP_COTJA
g11191.t1	FBX3_BOVIN
g11192.t1	TMTC2_MOUSE
g11192.t1	TMTC2_MOUSE
g11193.t1	PH4H_MOUSE
g11198.t1	STRAP_BOVIN
g11199.t1	NR1H3_BOVIN
g11204.t1	ZPP_ACRMI
g11205.t1	ZPP_ACRMI
g11208.t1	MPPD1_HUMAN
g11208.t2	MPPD1_HUMAN
g11209.t1	RS26_OCTVU
g11210.t1	MASU1_HUMAN
g11211.t1	DNLI4_CHICK
g11212.t1	GRASP_HUMAN
g11214.t1	ZC21B_MOUSE
g11215.t1	PKHA8_MOUSE
g11221.t1	SVIL_HUMAN
g11229.t1	RAB3I_RAT
g11232.t1	CPNE8_HUMAN
g11234.t1	B2CL1_HUMAN
g11244.t1	NMDZ1_XENLA
g11245.t1	NMDZ1_RAT
g11246.t1	INSC_MOUSE
g11247.t1	CATA_GLARU
g11248.t1	ACM2_CHICK
g11249.t1	TOLIP_HUMAN
g11257.t1	HELZ_HUMAN
g11258.t1	HELZ2_MOUSE
g11258.t1	HELZ2_MOUSE
g11258.t1	HELZ2_MOUSE
g11259.t1	PTP10_DROME
g11259.t2	PTP10_DROME
g11260.t1	SSBPA_XENLA
g11261.t1	FYV1_MOUSE
g11261.t2	FYV1_MOUSE
g11261.t3	FYV1_MOUSE
g11265.t1	FYV1_HUMAN
g11265.t1	FYV1_HUMAN
g11265.t1	FYV1_HUMAN
g11266.t1	EFHB_MOUSE
g11267.t1	EFHB_BOVIN
g11268.t1	RAB5C_CHICK
g11269.t1	PP2D1_MOUSE
g11271.t1	S35F5_MOUSE
g11273.t1	M3K2_HUMAN
g11273.t2	M3K2_MOUSE
g11274.t1	SHFL_BOVIN
g11276.t1	ATS16_HUMAN
g11278.t1	PTP10_DROME
g11279.t1	NEUR3_MOUSE
g11286.t1	IRAG1_HUMAN
g11286.t2	IRAG2_HUMAN
g11290.t1	GAS2_MOUSE
g11291.t1	NU205_HUMAN
g11292.t1	NU205_HUMAN
g11294.t1	EGFR_APIME
g11308.t1	F133B_RAT
g11308.t2	F133B_RAT
g11309.t1	DJC27_DANRE
g11310.t1	DJC22_XENTR
g11311.t1	WDR87_HUMAN
g11312.t1	TCPB_BOVIN
g11313.t1	TM258_MOUSE
g11316.t1	PA21_ACAPL
g11319.t1	ZN593_XENTR
g11324.t1	NVD_DANRE
g11328.t1	LTO1_MOUSE
g11329.t1	TIGAR_XENTR
g11330.t1	ARP6_MOUSE
g11334.t1	SYT7_HUMAN
g11334.t2	SYT7_HUMAN
g11336.t1	ARFG2_MOUSE
g11337.t1	ASCL1_MOUSE
g11342.t1	MICA3_BOVIN
g11342.t1	MICA3_BOVIN
g11342.t2	MICA3_BOVIN
g11342.t2	MICA3_BOVIN
g11343.t1	MICA3_MOUSE
g11343.t1	MICA3_MOUSE
g11347.t1	MYPT1_MOUSE
g11347.t2	MYPT1_RAT
g11347.t3	MYPT1_RAT
g11347.t4	MYPT1_RAT
g11349.t1	AKIB1_HUMAN
g11351.t1	MKX_MOUSE
g11352.t1	MYO3A_HUMAN
g11352.t2	MYO3A_HUMAN
g11352.t3	MYO3A_HUMAN
g11352.t4	MYO3A_HUMAN
g11354.t1	SP5_MOUSE
g11358.t1	TM237_CHICK
g11361.t1	NETR_MOUSE
g11361.t1	NETR_MOUSE
g11364.t1	MSRE_HUMAN
g11365.t1	TRNK1_MOUSE
g11365.t1	TRNK1_MOUSE
g11365.t2	TRNK1_MOUSE
g11365.t2	TRNK1_MOUSE
g11368.t1	RT35_MOUSE
g11370.t1	CLCA1_MOUSE
g11370.t1	CLCA1_MOUSE
g11371.t1	CA3A1_MOUSE
g11372.t2	TENX_HUMAN
g11372.t3	TENX_HUMAN
g11375.t1	LRRD1_HUMAN
g11376.t1	T41AA_DANRE
g11378.t1	PIGA_HUMAN
g11379.t1	Z585A_PONAB
g11379.t1	Z585A_PONAB
g11381.t1	SAL_SILAS
g11383.t1	HYAL_STRPU
g11383.t1	HYAL_STRPU
g11383.t1	HYAL_STRPU
g11383.t1	HYAL_STRPU
g11383.t1	HYAL_STRPU
g11383.t1	HYAL_STRPU
g11383.t1	HYAL_STRPU
g11383.t1	HYAL_STRPU
g11383.t1	HYAL_STRPU
g11383.t1	HYAL_STRPU
g11383.t1	HYAL_STRPU
g11385.t1	FZD5_XENLA
g11390.t1	CDK14_XENLA
g11390.t2	CDK14_XENTR
g11392.t1	FZD1_XENLA
g11398.t1	PDE1C_RAT
g11398.t2	PDE1C_RAT
g11398.t3	PDE1C_RAT
g11400.t1	KLF6_MOUSE
g11404.t1	TY3H_CANLF
g11406.t1	PHB1_CHICK
g11407.t1	LA_BOVIN
g11408.t1	PTN23_HUMAN
g11408.t1	PTN23_HUMAN
g11409.t1	PTN23_HUMAN
g11410.t1	THA_HIPHI
g11414.t1	DGKI_RAT
g11414.t2	DGKI_RAT
g11414.t3	DGKZ_HUMAN
g11420.t1	RAPSN_HUMAN
g11422.t1	NDUB2_PONPY
g11423.t1	PRDM4_PONAB
g11423.t2	PRDM4_PONAB
g11424.t1	NUB1_HUMAN
g11425.t1	CDC27_MOUSE
g11426.t1	ARMC8_BOVIN
g11427.t1	SPAS2_MOUSE
g11428.t1	MCRS1_HUMAN
g11429.t1	ERP44_MOUSE
g11430.t1	ODAD4_DANRE
g11431.t1	ANM2_HUMAN
g11431.t2	ANM2_HUMAN
g11440.t1	EYS_DANRE
g11440.t1	EYS_DANRE
g11440.t1	EYS_DANRE
g11440.t1	EYS_DANRE
g11441.t1	FBP1_STRPU
g11441.t1	FBP1_STRPU
g11441.t1	FBP1_STRPU
g11441.t1	FBP1_STRPU
g11441.t1	FBP1_STRPU
g11441.t1	FBP1_STRPU
g11441.t1	FBP1_STRPU
g11443.t1	BMPER_HUMAN
g11444.t1	CCAPR_DROME
g11445.t1	V1AR_MICOH
g11446.t1	PPARA_CAVPO
g11447.t1	INT10_CHICK
g11449.t1	ZN226_HUMAN
g11449.t1	ZN226_HUMAN
g11449.t1	ZN226_HUMAN
g11449.t1	ZN226_HUMAN
g11449.t1	ZN226_HUMAN
g11449.t2	ZN226_HUMAN
g11449.t2	ZN226_HUMAN
g11449.t2	ZN226_HUMAN
g11449.t2	ZN226_HUMAN
g11449.t2	ZN226_HUMAN
g11450.t1	ZN681_HUMAN
g11450.t1	ZN681_HUMAN
g11450.t1	ZN681_HUMAN
g11450.t1	ZN681_HUMAN
g11454.t1	ZN652_RAT
g11455.t1	ZF69B_HUMAN
g11462.t1	TXND3_HELCR
g11462.t2	TXND3_HELCR
g14500.t1	DCE1_PIG
g14501.t1	ANPRA_MOUSE
g14505.t1	CCH1R_DROME
g14506.t1	HBAP1_DANRE
g14507.t1	ERAP1_RAT
g14507.t2	ERAP1_RAT
g14510.t1	DIK2A_HUMAN
g14519.t1	STT3B_HUMAN
g14521.t1	CUL1_PONAB
g14527.t1	RASX_DICDI
g14528.t1	DYLT5_DANRE
g14529.t1	NNRE_CANLF
g14530.t1	KLH29_HUMAN
g14531.t1	RUSC2_MOUSE
g14535.t1	SC5A8_HUMAN
g14536.t1	TDRKH_HUMAN
g14537.t1	RIFK_HUMAN
g14538.t1	RM09_MOUSE
g14539.t1	COMD4_HUMAN
g14540.t1	GLYM_MOUSE
g14541.t1	SERC_MOUSE
g14542.t1	MESH1_XENTR
g14543.t1	MESH1_XENTR
g14544.t1	MESH1_XENTR
g14545.t1	COR2A_HUMAN
g14546.t1	AN32A_CANLF
g14546.t2	AN32A_CANLF
g14547.t1	ANM3_HUMAN
g14550.t1	INVO_SAGOE
g14551.t1	NMUR2_RAT
g14554.t1	ACE_CHICK
g14554.t1	ACE_CHICK
g14555.t1	ACE_BOVIN
g14555.t1	ACE_BOVIN
g14557.t1	CHSTA_PONAB
g14558.t1	S35B1_HUMAN
g14559.t1	CHSTA_RAT
g14560.t1	MEG10_MOUSE
g14560.t1	MEG10_MOUSE
g14560.t1	MEG10_MOUSE
g14563.t1	IF4B_HUMAN
g14564.t1	LZTL1_BOVIN
g14566.t1	ARK2C_MOUSE
g14567.t1	NTAQ1_RAT
g14568.t1	GPD1L_XENTR
g14572.t1	ZWILC_XENTR
g14573.t1	RL4_URECA
g14575.t1	DNAS1_BOVIN
g14576.t1	DNSL2_MOUSE
g14577.t1	DIRC2_XENLA
g14578.t1	DIRC2_XENLA
g14581.t1	TRPM2_RAT
g14582.t1	TMP2L_NEMVE
g14583.t1	TMP2L_NEMVE
g14584.t1	TMP2L_NEMVE
g14584.t2	TMP2L_NEMVE
g14586.t1	3HIDH_HUMAN
g14587.t1	LNP_HUMAN
g14588.t1	MESD_HUMAN
g14589.t1	SIN3A_MOUSE
g14589.t1	SIN3A_MOUSE
g14590.t1	SIN3A_MOUSE
g14591.t1	SIN3A_MOUSE
g14591.t1	SIN3A_MOUSE
g14591.t1	SIN3A_MOUSE
g14592.t1	SBP1B_XENLA
g14593.t1	ACES_TETCF
g14594.t1	CHLE_HORSE
g14595.t1	ACES_BUNFA
g14596.t1	CHLE_HORSE
g14598.t1	CHLE_HORSE
g14600.t1	ACES_ANOGA
g14601.t1	ACES_MOUSE
g14602.t1	ACES_MOUSE
g14603.t1	ACES_MOUSE
g14604.t1	CHLE_FELCA
g14605.t1	ACES_MOUSE
g14606.t1	CHLE_HORSE
g14607.t1	SPOP_PONAB
g14607.t2	SPOP_PONAB
g14608.t1	RUN3B_DANRE
g14610.t1	PHF14_MOUSE
g14612.t1	KPYM_HUMAN
g14613.t1	DGKB_MOUSE
g14613.t1	DGKB_MOUSE
g14613.t2	DGKB_MOUSE
g14613.t2	DGKB_MOUSE
g14613.t3	DGKB_MOUSE
g14614.t1	PPCS_HUMAN
g14616.t1	IDHP_BOVIN
g14617.t1	NNTM_HUMAN
g14618.t1	TCPE_MACFA
g14620.t1	TM245_BOVIN
g14622.t1	TM245_HUMAN
g14623.t1	R113A_HUMAN
g14624.t1	MRC1_HUMAN
g14625.t1	SIA8C_PANTR
g14626.t1	ANPRA_MOUSE
g14631.t1	TTC23_BOVIN
g14632.t1	EREP2_MOUSE
g14633.t1	RHEB_MOUSE
g14642.t1	PECR_RAT
g14643.t1	BMPR2_HUMAN
g14647.t1	VPS16_HUMAN
g14648.t1	VPS16_MOUSE
g14649.t1	HPSE_CHICK
g14650.t1	ORCT_DROME
g14652.t1	ORCT_DROME
g14653.t1	NOX5_HUMAN
g14653.t1	NOX5_HUMAN
g14654.t1	NOX5_HUMAN
g14654.t1	NOX5_HUMAN
g14655.t1	CCD13_HUMAN
g14657.t1	S39AA_HUMAN
g14658.t1	ZNT2_MOUSE
g14659.t1	ORCT_DROME
g14661.t1	AP4E1_MOUSE
g14662.t1	T2EB_BOVIN
g14663.t1	TXNL1_MOUSE
g14664.t1	ROUGH_DROVI
g14667.t1	MNX1_MOUSE
g14669.t1	RGXT2_ARATH
g14671.t1	NPT2B_PONAB
g14672.t1	NPT2A_RAT
g14673.t1	CTHR1_HUMAN
g14674.t1	CTHR1_HUMAN
g14675.t1	CTHR1_HUMAN
g14677.t1	AN34C_MOUSE
g14679.t1	HSP7C_DANRE
g14680.t1	HSP7C_CRIGR
g14681.t1	S2544_MOUSE
g14682.t1	CHMP5_RAT
g14683.t1	LARG2_CHICK
g14684.t1	BIN1_MOUSE
g14686.t1	PRTG_HUMAN
g14688.t1	FAKD1_XENTR
g14689.t1	HSP7C_SAGOE
g14690.t1	MA2A1_HUMAN
g14690.t2	MA2A1_HUMAN
g14692.t1	PRUN1_MOUSE
g14696.t1	PRUN2_XENTR
g14696.t2	PRUN2_XENTR
g14697.t1	POGZ_MOUSE
g14698.t1	CETN3_HUMAN
g14701.t1	HINT1_RABIT
g14702.t1	RAB8A_RAT
g14704.t1	RS27L_BOVIN
g14707.t1	SHH_XENLA
g14709.t1	NHEJ1_DANRE
g14710.t1	S2540_XENTR
g14710.t2	S2540_XENTR
g14711.t1	GATD1_DANRE
g14712.t1	ALKMO_HUMAN
g14713.t1	ALKMO_RAT
g14714.t1	TSN31_DANRE
g14716.t1	IVD_CAEEL
g14717.t1	GADL1_XENTR
g14719.t1	CNBD2_HUMAN
g14720.t1	CCD12_MOUSE
g14721.t1	CDK2_XENLA
g14725.t1	5MP1_CHICK
g14727.t1	ULK4_PONAB
g14729.t1	HIBCH_XENLA
g14730.t1	HIBCH_XENLA
g14733.t1	UNPG_DROPS
g14736.t1	STAR3_MOUSE
g14739.t1	PUR9_CHICK
g14743.t1	PUR9_CHICK
g14744.t1	FXL20_HUMAN
g14746.t1	CEP70_RAT
g14747.t1	TOPB1_HUMAN
g14747.t1	TOPB1_HUMAN
g14747.t1	TOPB1_HUMAN
g14747.t2	TOPB1_HUMAN
g14747.t2	TOPB1_HUMAN
g14747.t2	TOPB1_HUMAN
g14749.t1	SMCE1_RAT
g14751.t1	SNX4_BOVIN
g14753.t1	TGFR2_CHICK
g14757.t1	GGACB_DANRE
g14759.t1	PDK1_MOUSE
g14759.t2	PDK2_RAT
g14760.t1	MCCB_MOUSE
g14762.t1	RFX5_HUMAN
g14764.t1	ETV1_BOVIN
g14766.t1	ISPD_DANRE
g14768.t1	SOSD1_CHICK
g14771.t1	RABJ_DICDI
g14774.t1	FBP1_STRPU
g14774.t1	FBP1_STRPU
g14774.t1	FBP1_STRPU
g14774.t1	FBP1_STRPU
g14774.t1	FBP1_STRPU
g14774.t1	FBP1_STRPU
g14774.t1	FBP1_STRPU
g14774.t1	FBP1_STRPU
g14775.t1	ESYT2_MOUSE
g14775.t2	ESYT2_MOUSE
g14776.t1	AMPN_BOVIN
g14777.t1	AMPN_BOVIN
g14777.t2	AMPN_BOVIN
g14778.t1	AMPN_PIG
g14779.t1	AMPN_PIG
g14781.t1	AMPN_BOVIN
g14782.t1	AMPN_PIG
g14785.t1	PX11C_HUMAN
g14786.t1	CENPE_HUMAN
g14790.t1	CLAP1_XENTR
g14792.t1	CLAP1_XENTR
g14793.t1	CLAP1_XENTR
g14794.t1	UBIP1_MOUSE
g14795.t1	ZFAN6_RAT
g14798.t1	MRC1_MOUSE
g14798.t1	MRC1_MOUSE
g14798.t1	MRC1_MOUSE
g14798.t1	MRC1_MOUSE
g14798.t1	MRC1_MOUSE
g14799.t1	DC1I2_MOUSE
g14799.t2	DC1I2_MOUSE
g14800.t1	FBP1_STRPU
g14800.t1	FBP1_STRPU
g14800.t1	FBP1_STRPU
g14800.t1	FBP1_STRPU
g14800.t1	FBP1_STRPU
g14800.t1	FBP1_STRPU
g14800.t1	FBP1_STRPU
g14800.t1	FBP1_STRPU
g14802.t1	FBP1_STRPU
g14802.t1	FBP1_STRPU
g14802.t1	FBP1_STRPU
g14802.t1	FBP1_STRPU
g14802.t1	FBP1_STRPU
g14802.t1	FBP1_STRPU
g14802.t1	FBP1_STRPU
g14802.t1	FBP1_STRPU
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14803.t1	NOTC2_RAT
g14805.t1	FBP1_STRPU
g14805.t1	FBP1_STRPU
g14805.t1	FBP1_STRPU
g14805.t1	FBP1_STRPU
g14805.t1	FBP1_STRPU
g14805.t1	FBP1_STRPU
g14806.t1	FBP1_STRPU
g14806.t1	FBP1_STRPU
g14806.t1	FBP1_STRPU
g14806.t1	FBP1_STRPU
g14806.t1	FBP1_STRPU
g14809.t1	OS9_RAT
g14811.t1	TANC2_HUMAN
g14812.t1	TANC2_RAT
g14813.t1	TANC2_RAT
g14814.t1	MCM9_BOVIN
g14818.t1	ZO2_CANLF
g14818.t2	ZO1_HUMAN
g14820.t1	ATF2_HUMAN
g14820.t2	ATF2_HUMAN
g14823.t1	DIAC_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14826.t1	MEG11_MOUSE
g14827.t1	MEG10_XENTR
g14827.t1	MEG10_XENTR
g14827.t1	MEG10_XENTR
g14827.t1	MEG10_XENTR
g14827.t1	MEG10_XENTR
g14827.t1	MEG10_XENTR
g14827.t1	MEG10_XENTR
g14827.t1	MEG10_XENTR
g14827.t1	MEG10_XENTR
g14827.t1	MEG10_XENTR
g14828.t1	MEGF6_MOUSE
g14828.t1	MEGF6_MOUSE
g14828.t1	MEGF6_MOUSE
g14828.t1	MEGF6_MOUSE
g14828.t1	MEGF6_MOUSE
g14829.t1	MEG11_MOUSE
g14829.t1	MEG11_MOUSE
g14829.t1	MEG11_MOUSE
g14829.t1	MEG11_MOUSE
g14829.t1	MEG11_MOUSE
g14829.t1	MEG11_MOUSE
g14829.t1	MEG11_MOUSE
g14829.t1	MEG11_MOUSE
g14829.t1	MEG11_MOUSE
g14829.t1	MEG11_MOUSE
g14830.t1	TMP2L_NEMVE
g14830.t2	TMP2L_NEMVE
g14831.t1	GHRA_SALAR
g14832.t1	NETR_TRAPH
g14832.t1	NETR_TRAPH
g14833.t1	DYR_RAT
g14834.t1	DYR_CHICK
g14839.t1	CCH1R_DROME
g14842.t1	SMIP4_HUMAN
g14842.t2	SMIP4_RAT
g14843.t1	PDE11_TAKRU
g14846.t1	PDE11_MOUSE
g14847.t1	AAPAT_THET8
g14848.t1	MGAT1_RAT
g14849.t1	MRC1_HUMAN
g14849.t1	MRC1_HUMAN
g14849.t1	MRC1_HUMAN
g14849.t1	MRC1_HUMAN
g14849.t1	MRC1_HUMAN
g14849.t1	MRC1_HUMAN
g14849.t1	MRC1_HUMAN
g14849.t1	MRC1_HUMAN
g14849.t1	MRC1_HUMAN
g14849.t1	MRC1_HUMAN
g14855.t1	PDC6I_XENLA
g14855.t2	PDC6I_XENLA
g14856.t1	CERS1_MOUSE
g14857.t1	DCST2_MOUSE
g14858.t1	HDHD2_DANRE
g14859.t1	I20L2_MOUSE
g14860.t1	HYPK_MOUSE
g14861.t1	COX7C_BOVIN
g14862.t1	SAFB2_MOUSE
g14863.t1	SAFB2_HUMAN
g14864.t1	CTSL2_CHICK
g14868.t1	MLC2_DROME
g14869.t1	SO4A1_HUMAN
g14870.t1	RM32_BOVIN
g14871.t1	PSA2_HUMAN
g14872.t1	CO1A2_ONCMY
g14878.t1	CO1A2_ONCMY
g14879.t1	CO2A1_CHICK
g14880.t1	GULP1_MOUSE
g14880.t2	GULP1_MOUSE
g14881.t1	TPK1_HUMAN
g14881.t2	TPK1_HUMAN
g14882.t1	SC61G_BRABE
g14884.t1	IN80D_HUMAN
g14885.t1	WDR37_MOUSE
g14886.t1	RED1_MOUSE
g14887.t1	IQCB1_MOUSE
g14888.t1	SMUG1_XENLA
g14889.t1	SKAP2_TAKRU
g14889.t2	SKAP2_TAKRU
g14890.t1	CBX3_PONAB
g14891.t1	LMLN_MOUSE
g14892.t1	GTPB4_HUMAN
g14896.t1	PPIP1_HUMAN
g14897.t1	POC5_XENLA
g14903.t1	DNPEP_PONAB
