gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0150	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
4043	g21107.t2	17.321523162474	-1.5538427051276	0.559750627347536	-2.77595527224457	0.00550397797407831	0.0231265417496959	22	23	11	7	12	18	11	14	30	14	0	6	25	9	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4044	g2111.t1	182.431598183486	-0.951304646245068	0.321406536400399	-2.9598173605902	0.00307821471687071	0.0146627872243755	189	21	193	142	169	249	233	186	142	168	81	152	297	289	255	sp	A0JP85	CNOT1_XENTR	61.992	492	152	1	166	1536	821	1312	0	628
4045	g2111.t1	182.431598183486	-0.951304646245068	0.321406536400399	-2.9598173605902	0.00307821471687071	0.0146627872243755	189	21	193	142	169	249	233	186	142	168	81	152	297	289	255	sp	A0JP85	CNOT1_XENTR	71.642	268	75	1	1756	2556	1367	1634	2.02e-123	414
4046	g21112.t1	9.99001834914426	-1.5492553665996	0.607558936705054	-2.54996720976834	0.010773305125836	0.0388576129071856	13	3	1	4	6	24	15	12	10	3	0	10	26	15	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4047	g21118.t1	3291.58212802984	-4.98427311711846	0.61177952461517	-8.14717216999658	3.72533106614085e-16	6.19180856455754e-14	3476	108	1271	234	170	6415	3203	6183	379	273	45	397	13619	220	7419	sp	P22000	SAA2_RABIT	70.874	103	29	1	70	378	21	122	8.15e-48	152
4048	g21119.t1	1209.00959823408	-1.34269423419734	0.436200851223844	-3.07815592388269	0.00208285902332632	0.0106518623007237	4216	158	1422	757	943	1425	490	806	1246	854	448	914	1778	917	1537	sp	Q9BXW9	FACD2_HUMAN	35.009	1054	561	23	28	2859	20	1059	0	577
4049	g2112.t1	176.257047430988	-1.05155712655764	0.221966043862046	-4.7374684355378	2.16404549915706e-06	3.58767236584391e-05	173	62	188	94	158	228	228	181	171	157	79	137	311	260	196	sp	A5YKK6	CNOT1_HUMAN	74.731	744	178	6	4	2220	1637	2375	0	1159
4050	g21120.t1	3291.58212802984	-4.98427311711846	0.61177952461517	-8.14717216999658	3.72533106614085e-16	6.19180856455754e-14	3476	108	1271	234	170	6415	3203	6183	379	273	45	397	13619	220	7419	sp	P22000	SAA2_RABIT	70.874	103	29	1	70	378	21	122	8.15e-48	152
4051	g2113.t1	774.427926045014	-4.38118984971646	0.591999256002975	-7.40066783072855	1.35501293145071e-13	1.4230924646571e-11	186	212	132	94	51	3653	2725	314	40	114	112	88	1368	94	1983	sp	Q09225	NRF6_CAEEL	26.052	499	291	12	859	2271	351	799	9.23e-34	142
4052	g21138.t1	584.770210637285	-2.57656599971232	0.727328668312825	-3.54250576385109	0.00039634476118704	0.00277595302955054	101	53	3227	113	109	402	247	1113	227	93	72	311	621	690	193	sp	P35331	NRCAM_CHICK	31.197	1295	770	37	70	3762	38	1275	2.07e-151	493
4053	g21138.t2	614.349728831757	-2.21035499987681	0.614877469755141	-3.59478938260175	0.000324654108934299	0.00235938584037405	38	121	1791	93	145	1435	844	746	210	506	75	532	666	341	885	sp	P35331	NRCAM_CHICK	31.42	1289	769	37	70	3744	38	1275	3.32e-153	497
4054	g21140.t1	223.301825903201	-1.42945662555698	0.398304029407517	-3.58885805821076	0.000332129601991944	0.00240000799568995	278	53	305	165	208	156	239	349	125	175	36	129	316	256	321	sp	Q16829	DUS7_HUMAN	51.19	336	138	7	52	981	56	391	2.18e-102	312
4055	g21143.t1	230.99892729977	-1.40717019794373	0.430182447619295	-3.27110091481243	0.0010712967471987	0.00624225831555183	86	33	353	105	171	256	241	432	205	129	149	107	365	295	298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4056	g21144.t1	615.272307132471	-1.46755976378714	0.404047655116715	-3.63214523139162	0.000281074849608703	0.00210635759310159	271	111	588	271	413	1060	786	907	523	328	413	263	609	793	1355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4057	g21145.t2	203.912473917031	-1.42236673139499	0.366058649179787	-3.88562525317195	0.000102066851645607	0.00090947954503818	185	91	121	160	109	426	480	139	175	52	58	107	299	400	288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4058	g21148.t1	4.34564433400817	-3.68427881282734	1.29968404527127	-2.83474958874205	0.00458616181250242	0.0200532175960203	0	5	3	0	0	7	5	1	0	5	0	0	10	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4059	g21153.t1	20.6348203432196	3.16919056842532	0.49081044491145	6.45705608200146	1.06759343014553e-10	6.04643556575876e-09	7	0	4	50	53	4	0	7	64	49	19	58	3	67	3	sp	P13154	DHLE_GEOSE	35.028	354	206	7	448	1503	10	341	1.04e-45	167
4060	g21154.t1	400.838430087178	-2.07766449355064	0.41381031303852	-5.02081371122629	5.14530424880393e-07	1.03938989190358e-05	327	51	469	211	151	352	543	789	222	175	215	116	828	256	652	sp	A6QR55	UBP4_BOVIN	67.982	228	70	1	1	675	1	228	5.17e-103	330
4061	g21154.t1	400.838430087178	-2.07766449355064	0.41381031303852	-5.02081371122629	5.14530424880393e-07	1.03938989190358e-05	327	51	469	211	151	352	543	789	222	175	215	116	828	256	652	sp	A6QR55	UBP4_BOVIN	73.134	134	36	0	844	1245	297	430	3.95e-62	219
4062	g21155.t1	466.817910822433	-2.10921731313522	0.410348779082848	-5.14005992134163	2.74650867231535e-07	5.98999144410712e-06	366	65	510	235	155	416	596	949	278	216	189	176	999	295	764	sp	B2GUZ1	UBP4_RAT	46.121	464	227	7	1	1332	489	949	1.15e-121	381
4063	g21158.t1	109.663812329375	1.02183818266048	0.397707508769232	2.56932082027499	0.0101898072460714	0.0372329808763306	87	89	84	164	213	48	43	11	219	153	207	175	61	241	28	sp	Q96DB2	HDA11_HUMAN	66.361	327	104	4	181	1155	3	325	1.47e-154	444
4064	g21178.t1	139.418957282362	-1.09502177075276	0.278606876358067	-3.93034725153528	8.48232672152827e-05	0.000777667921951442	86	61	104	96	97	151	189	189	149	98	81	126	245	152	173	sp	Q4V8X0	TPRA1_DANRE	47.222	324	162	5	193	1152	41	359	1.75e-80	255
4065	g21183.t1	61.0797073757742	-2.688242771048	0.52148149451275	-5.15501086679936	2.5361622121666e-07	5.61041610022744e-06	70	87	4	13	14	152	96	67	13	16	39	20	117	26	44	sp	P15381	CAC1C_RABIT	60.649	1695	590	22	199	5130	110	1778	0	1821
4066	g21184.t1	3.81803175719669	-3.33495817558861	0.944795942102713	-3.52981847928603	0.000415844870785011	0.00288821951185673	0	7	7	2	1	11	2	3	1	0	0	0	6	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4067	g21185.t1	15.8138205285446	-2.69975398004885	0.769158054756038	-3.51001197134334	0.000448086519699572	0.00306105205358391	5	52	3	4	7	20	24	3	4	6	0	5	27	12	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4068	g21186.t1	39.5299619571126	1.88896685847943	0.295392699054406	6.39476488256578	1.60794580840179e-10	8.5473974360621e-09	17	4	10	53	92	16	23	3	82	63	64	106	30	156	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4069	g21188.t1	149.038575343131	-1.69263837840023	0.356603019615163	-4.74656210210134	2.06903218572472e-06	3.45664180217408e-05	206	61	133	147	105	243	184	143	60	125	68	38	221	50	286	sp	Q9UBS3	DNJB9_HUMAN	52.326	86	39	1	31	288	11	94	1.38e-22	95.1
4070	g21190.t1	21.1526916099706	1.80834981759407	0.525460680484291	3.44145601137539	0.000578592538662062	0.00378869539163248	4	4	4	24	86	14	27	0	41	36	52	28	4	48	13	sp	O46421	EST1_MACFA	37.709	419	218	11	64	1263	157	551	1.29e-67	228
4071	g21191.t1	11.4063995017405	2.23198738818781	0.599033476481666	3.72598106085332	0.000194557012973961	0.00154524264893233	4	0	3	12	56	9	4	1	38	27	23	3	3	24	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4072	g21192.t1	36.1590862344012	-3.32435933787552	0.924039658768118	-3.59763707794466	0.000321121265065929	0.00233921163963009	22	144	12	1	5	23	12	5	3	7	31	5	51	0	31	sp	P47990	XDH_CHICK	55.662	1351	569	6	49	4020	10	1357	0	1468
4073	g21198.t1	1267.69990104606	-1.45790599275007	0.250045186652209	-5.83057011522437	5.52383221430713e-09	1.98189237075514e-07	1387	284	1714	902	734	2041	1452	1411	1018	755	756	704	2550	1149	1530	sp	Q29504	UBA1_RABIT	62.417	1059	359	5	31	3096	2	1058	0	1390
4074	g2120.t2	8.84734339931497	3.00608382333372	1.02109394271277	2.94398360188816	0.0032401716677389	0.0152426862429944	1	0	0	0	51	7	0	1	25	9	35	13	7	22	0	sp	Q6DEY8	TBC31_XENTR	54.429	1095	448	11	4	3174	1	1082	0	1203
4075	g21202.t1	1065.89866519915	-2.14865630323644	0.369199694457776	-5.81976728445579	5.89296175149125e-09	2.09006930317235e-07	1550	194	1889	381	311	1751	1203	1410	744	547	214	644	1093	626	1967	sp	O15992	KARG_ANTJA	41.551	361	192	7	208	1278	14	359	1.02e-76	256
4076	g21202.t1	1065.89866519915	-2.14865630323644	0.369199694457776	-5.81976728445579	5.89296175149125e-09	2.09006930317235e-07	1550	194	1889	381	311	1751	1203	1410	744	547	214	644	1093	626	1967	sp	O15992	KARG_ANTJA	41.092	348	187	7	247	1278	378	711	3.88e-74	249
4077	g21205.t1	19011.6454859841	1.76965844256612	0.428151154839697	4.133256263734	3.57659558418458e-05	0.000377645902702945	17504	3265	7128	39766	20639	4912	10695	5735	43526	63535	49957	25292	9789	23620	1521	sp	Q95218	DMBT1_RABIT	40.506	237	129	6	283	969	691	923	8.41e-42	159
4078	g21205.t1	19011.6454859841	1.76965844256612	0.428151154839697	4.133256263734	3.57659558418458e-05	0.000377645902702945	17504	3265	7128	39766	20639	4912	10695	5735	43526	63535	49957	25292	9789	23620	1521	sp	Q95218	DMBT1_RABIT	37.069	232	116	4	352	960	582	812	6.49e-37	144
4079	g21205.t1	19011.6454859841	1.76965844256612	0.428151154839697	4.133256263734	3.57659558418458e-05	0.000377645902702945	17504	3265	7128	39766	20639	4912	10695	5735	43526	63535	49957	25292	9789	23620	1521	sp	Q95218	DMBT1_RABIT	37.069	232	116	4	352	960	192	422	5.23e-35	139
4080	g21205.t1	19011.6454859841	1.76965844256612	0.428151154839697	4.133256263734	3.57659558418458e-05	0.000377645902702945	17504	3265	7128	39766	20639	4912	10695	5735	43526	63535	49957	25292	9789	23620	1521	sp	Q95218	DMBT1_RABIT	37.768	233	110	6	352	960	323	550	1.56e-32	132
4081	g21210.t1	1390.37928536829	-7.34184501031037	1.0509325005612	-6.98602908025947	2.82775487286648e-12	2.30862176130062e-10	11	6	155	0	4	2266	931	5242	17	11	57	34	2334	19	4045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4082	g21210.t2	857.55280666664	-7.27844458371874	0.860877953453529	-8.454676478263	2.79862218453156e-17	5.8784651419748e-15	19	14	97	7	6	1191	711	3244	20	17	19	6	1449	20	2488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4083	g21211.t1	915.992265081698	-1.58945589587189	0.479002272792962	-3.31826378735972	0.00090578898388462	0.00543599019870839	1001	94	369	546	678	565	900	1865	567	474	611	452	1780	707	1805	sp	Q96RW7	HMCN1_HUMAN	43.841	276	146	7	43	864	4514	4782	1.25e-59	209
4084	g21211.t1	915.992265081698	-1.58945589587189	0.479002272792962	-3.31826378735972	0.00090578898388462	0.00543599019870839	1001	94	369	546	678	565	900	1865	567	474	611	452	1780	707	1805	sp	Q96RW7	HMCN1_HUMAN	42.336	274	151	5	43	864	4573	4839	7.33e-59	207
4085	g21211.t1	915.992265081698	-1.58945589587189	0.479002272792962	-3.31826378735972	0.00090578898388462	0.00543599019870839	1001	94	369	546	678	565	900	1865	567	474	611	452	1780	707	1805	sp	Q96RW7	HMCN1_HUMAN	42.194	237	131	5	55	765	4634	4864	2.71e-51	186
4086	g21211.t1	915.992265081698	-1.58945589587189	0.479002272792962	-3.31826378735972	0.00090578898388462	0.00543599019870839	1001	94	369	546	678	565	900	1865	567	474	611	452	1780	707	1805	sp	Q96RW7	HMCN1_HUMAN	42.045	176	97	4	79	606	4699	4869	1.17e-34	137
4087	g21211.t1	915.992265081698	-1.58945589587189	0.479002272792962	-3.31826378735972	0.00090578898388462	0.00543599019870839	1001	94	369	546	678	565	900	1865	567	474	611	452	1780	707	1805	sp	Q96RW7	HMCN1_HUMAN	43.548	124	67	2	58	429	4749	4869	8.5e-21	97.1
4088	g21211.t2	827.741035321638	-1.94355712638087	0.426857448923482	-4.55317608087301	5.28420084668421e-06	7.67788350020234e-05	737	140	540	409	474	615	862	1675	448	341	463	323	1561	550	1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4089	g21212.t1	4262.0298502396	-3.60812452703499	0.46669712308011	-7.73119084862163	1.06545150979674e-14	1.42290391447237e-12	8507	799	2205	1039	704	2604	3903	9730	699	784	752	606	9250	925	9912	sp	D3YXG0	HMCN1_MOUSE	41.695	295	161	9	316	1191	4524	4810	1.11e-48	183
4090	g21212.t1	4262.0298502396	-3.60812452703499	0.46669712308011	-7.73119084862163	1.06545150979674e-14	1.42290391447237e-12	8507	799	2205	1039	704	2604	3903	9730	699	784	752	606	9250	925	9912	sp	D3YXG0	HMCN1_MOUSE	43.289	298	156	10	325	1206	4584	4872	1.63e-44	171
4091	g21212.t1	4262.0298502396	-3.60812452703499	0.46669712308011	-7.73119084862163	1.06545150979674e-14	1.42290391447237e-12	8507	799	2205	1039	704	2604	3903	9730	699	784	752	606	9250	925	9912	sp	D3YXG0	HMCN1_MOUSE	41.026	234	129	7	484	1179	4523	4749	1.59e-32	135
4092	g21213.t1	839.171975824	-4.23856603709708	0.834691006296487	-5.07800611857978	3.81416415470902e-07	7.95751605468946e-06	67	80	51	122	41	3698	1932	337	12	116	203	150	832	25	4028	sp	Q5G266	NETR_TRAPH	37.445	227	130	6	580	1239	280	501	2.78e-38	150
4093	g21213.t1	839.171975824	-4.23856603709708	0.834691006296487	-5.07800611857978	3.81416415470902e-07	7.95751605468946e-06	67	80	51	122	41	3698	1932	337	12	116	203	150	832	25	4028	sp	Q5G266	NETR_TRAPH	38.565	223	127	4	547	1188	158	379	1.14e-35	143
4094	g21213.t1	839.171975824	-4.23856603709708	0.834691006296487	-5.07800611857978	3.81416415470902e-07	7.95751605468946e-06	67	80	51	122	41	3698	1932	337	12	116	203	150	832	25	4028	sp	Q5G266	NETR_TRAPH	33.641	217	130	4	574	1188	385	599	6.51e-32	132
4095	g21213.t2	5.25202306770221	-6.12231415369769	2.05176818897551	-2.98392098415109	0.00284580252049968	0.0137522755262476	0	0	0	0	0	23	22	7	0	0	0	0	0	0	18	sp	Q5G266	NETR_TRAPH	37.054	224	129	6	574	1224	283	501	1.64e-36	145
4096	g21213.t2	5.25202306770221	-6.12231415369769	2.05176818897551	-2.98392098415109	0.00284580252049968	0.0137522755262476	0	0	0	0	0	23	22	7	0	0	0	0	0	0	18	sp	Q5G266	NETR_TRAPH	36.842	228	134	4	517	1173	153	379	3.73e-33	135
4097	g21213.t2	5.25202306770221	-6.12231415369769	2.05176818897551	-2.98392098415109	0.00284580252049968	0.0137522755262476	0	0	0	0	0	23	22	7	0	0	0	0	0	0	18	sp	Q5G266	NETR_TRAPH	33.019	212	128	4	574	1173	390	599	1.22e-29	125
4098	g2122.t1	430.812773375746	-0.709069173308747	0.258546978104528	-2.74251580315155	0.00609705160147922	0.0250350562531795	635	161	536	493	347	621	544	241	235	305	653	333	669	531	281	sp	Q8BGQ7	SYAC_MOUSE	60.718	975	338	8	1	2826	1	963	0	1201
4099	g21220.t1	92.5122673960336	4.89698278192281	0.560077556307774	8.74340120715677	2.26195674366857e-18	6.261465794203e-16	1	5	14	333	235	3	9	1	115	66	162	365	9	523	1	sp	P33945	WNT5B_XENLA	57.018	342	106	2	64	987	26	360	1.66e-137	397
4100	g21222.t1	1645.82277348155	-2.86856378148698	0.527113270191765	-5.4420253552778	5.2678175226618e-08	1.46678548394837e-06	806	108	2852	448	441	1489	1350	4648	600	408	438	443	3433	707	2099	sp	Q90Z16	OPTN_CHICK	29.464	336	176	8	1351	2355	281	556	4.8e-25	114
4101	g21222.t2	271.388348559609	-2.85952110739069	0.490001634646291	-5.83573789392528	5.355302621858e-09	1.92461747880229e-07	81	55	460	44	82	228	293	577	94	70	119	36	679	140	513	sp	Q90Z16	OPTN_CHICK	29.464	336	176	8	1348	2352	281	556	4.08e-25	114
4102	g21230.t1	105.164360906207	-1.95681141716307	0.712600472771636	-2.74601476133199	0.00603240493445945	0.0248178313747508	11	96	10	43	27	362	237	6	51	112	45	41	74	48	321	sp	Q86UP9	LHPL3_HUMAN	40.594	202	117	2	31	636	22	220	2.52e-40	144
4103	g21236.t1	29.9072140009765	-5.31590524541888	1.39492976986037	-3.81087661922292	0.000138474871307856	0.00117333230651949	4	20	4	1	2	2253	3	0	0	0	0	68	416	0	7	sp	Q95218	DMBT1_RABIT	42.92	226	121	3	397	1062	701	922	3.59e-46	172
4104	g21236.t1	29.9072140009765	-5.31590524541888	1.39492976986037	-3.81087661922292	0.000138474871307856	0.00117333230651949	4	20	4	1	2	2253	3	0	0	0	0	68	416	0	7	sp	Q95218	DMBT1_RABIT	37.975	237	119	2	442	1071	192	427	3.46e-39	152
4105	g21236.t1	29.9072140009765	-5.31590524541888	1.39492976986037	-3.81087661922292	0.000138474871307856	0.00117333230651949	4	20	4	1	2	2253	3	0	0	0	0	68	416	0	7	sp	Q95218	DMBT1_RABIT	37.19	242	116	2	442	1062	53	293	9.97e-38	147
4106	g21236.t1	29.9072140009765	-5.31590524541888	1.39492976986037	-3.81087661922292	0.000138474871307856	0.00117333230651949	4	20	4	1	2	2253	3	0	0	0	0	68	416	0	7	sp	Q95218	DMBT1_RABIT	36.709	237	119	3	442	1071	323	555	7.63e-35	139
4107	g21236.t1	29.9072140009765	-5.31590524541888	1.39492976986037	-3.81087661922292	0.000138474871307856	0.00117333230651949	4	20	4	1	2	2253	3	0	0	0	0	68	416	0	7	sp	Q95218	DMBT1_RABIT	37.069	232	115	3	442	1056	454	681	6.11e-34	136
4108	g21244.t1	323.212217754491	-1.4609789899825	0.311411270398835	-4.69147756955415	2.71239012800682e-06	4.31034006036511e-05	389	70	414	293	168	342	387	304	193	195	168	198	1055	311	312	sp	Q9Z2U1	PSA5_MOUSE	79.253	241	50	0	1	723	1	241	3.58e-147	413
4109	g21245.t1	84.4774437655106	-2.05443397035267	0.38746875745003	-5.30219257901747	1.14420044300027e-07	2.86845615113682e-06	48	17	89	34	36	148	135	137	69	45	17	34	153	58	142	sp	Q53B90	RAB43_RAT	67.333	150	49	0	1	450	1	150	2.98e-74	224
4110	g21246.t1	217.3487905083	-1.67027874663724	0.406195897704167	-4.11200299185125	3.92241215010979e-05	0.000407987436863583	173	31	191	114	103	222	311	248	121	172	193	74	523	115	495	sp	Q91WM2	HDHD5_MOUSE	55.191	183	79	2	4	549	164	344	6.58e-65	211
4111	g21247.t1	151.23105985756	-1.81045138208624	0.382817090563706	-4.72928567379348	2.25311165931935e-06	3.718235755101e-05	145	24	132	78	85	161	230	164	110	122	64	58	362	61	348	sp	Q91WM2	HDHD5_MOUSE	59.048	105	43	0	121	435	43	147	1.59e-36	132
4112	g21250.t1	102.375665621774	-3.55215842097859	1.0091302219249	-3.52001985849052	0.00043151448911139	0.00297698213390463	6	15	0	20	5	376	269	1	10	31	6	37	71	29	575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4113	g21251.t1	2.65538333242206	-5.13480398534896	1.33236485390553	-3.85390230783814	0.000116249995468448	0.00101660010184312	4	4	0	0	0	8	5	0	0	0	0	0	6	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4114	g21262.t1	725.246840417922	-2.16645664009428	0.448572985106549	-4.82966364900393	1.36763873640188e-06	2.39780097747607e-05	1358	185	487	207	319	264	817	815	374	317	234	270	982	701	2507	sp	Q2QLC0	MET_PLEMO	30.966	1408	763	49	109	3939	30	1359	6.05e-173	554
4115	g21262.t2	10.5502280374629	-7.12924273214912	1.6924414407497	-4.2124014222856	2.52669995005665e-05	0.000283239136888475	0	0	0	0	0	47	61	14	0	0	0	0	14	0	13	sp	Q2QLC0	MET_PLEMO	30.633	1407	751	46	109	3885	30	1359	1.1e-173	556
4116	g21263.t1	399.541475544259	-1.20687825089918	0.491902664490313	-2.45348996462479	0.0141477486954563	0.0480588071951951	913	316	741	322	265	195	260	455	131	514	116	457	245	277	160	sp	P16056	MET_MOUSE	31.308	1399	806	45	109	4053	30	1357	7.91e-175	560
4117	g21269.t1	2.29731024771955	-2.83566496906041	0.982226103919899	-2.88697781268869	0.00388961658011531	0.0176193306392546	1	32	3	0	0	2	2	4	1	41	0	0	4	2	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4118	g21270.t1	26.0383029020346	-1.7862374350573	0.537544734401571	-3.32295587835281	0.000890690012570587	0.00536621509940536	9	37	25	13	18	14	17	13	5	657	9	7	75	27	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4119	g21277.t1	68.719929505241	-0.897567534631135	0.362818720281937	-2.47387327184677	0.0133657098432128	0.0459068316332608	50	95	39	53	67	62	52	60	72	81	37	42	106	75	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4120	g2128.t1	402.712007324058	-1.22117820978337	0.359069112842096	-3.40095587759562	0.000671506654171642	0.00428303256574395	490	56	364	309	340	469	510	628	346	219	154	274	549	588	520	sp	Q5RCM6	SOCS6_PONAB	58.788	165	64	2	1048	1530	371	535	1.14e-55	198
4121	g21290.t1	11.6562219907585	-2.74638090013012	0.992187519997971	-2.76800589079748	0.00564004362180228	0.0235382607557277	2	26	0	7	0	13	6	6	1	3	0	4	60	13	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4122	g21292.t1	82.5508957581237	1.21053147661208	0.308385551971617	3.92538323819882	8.65917652228962e-05	0.00079214073598197	23	24	23	85	205	62	78	38	210	153	101	118	77	239	22	sp	Q07DW4	CTTB2_MUNRE	35.741	263	161	3	1540	2304	707	969	3.62e-36	151
4123	g21293.t1	94.7351093969481	1.42190155375551	0.338931801835795	4.19524383977516	2.7257818800304e-05	0.000300266247324123	25	33	17	99	254	51	59	46	235	206	136	129	90	263	24	sp	Q2IBB2	CTTB2_RHIFE	31.45	407	261	6	121	1293	1045	1449	4.99e-65	235
4124	g2131.t1	100.32635046627	0.968580453168638	0.282712043380515	3.42603180814969	0.000612468653264013	0.00397324117342336	114	25	82	134	157	39	58	30	188	104	251	187	85	219	40	sp	Q9CWZ7	SNAG_MOUSE	43.91	312	144	1	10	945	3	283	1.24e-83	258
4125	g21313.t1	170.745307398584	2.27127775415341	0.276825882173392	8.20471603421379	2.31136544033417e-16	4.06556026842519e-14	49	37	83	299	452	40	82	25	415	234	482	325	30	513	52	sp	Q32KI9	ARSI_MOUSE	44.685	508	231	8	94	1557	47	524	3.07e-137	411
4126	g21319.t1	86.0392836907775	0.76708077458319	0.26814975068906	2.86064325106413	0.00422782501657998	0.0188014376636604	46	29	77	150	146	62	59	16	188	126	87	119	51	206	96	sp	Q99LW6	YAF2_MOUSE	59.459	111	40	1	871	1188	22	132	3.02e-26	107
4127	g21320.t1	18.9172228986436	2.24982365604611	0.506668424302336	4.44042602249003	8.97809646219372e-06	0.000119901924049112	5	8	4	28	48	7	7	1	36	10	89	48	6	29	6	sp	Q8R3A2	CDPF1_MOUSE	50.485	103	49	2	13	318	13	114	4.51e-33	114
4128	g21326.t1	456.558202867775	-2.92257457419717	0.549560369650528	-5.31802279712358	1.04900928296338e-07	2.64514170593388e-06	745	92	1163	106	38	200	347	1125	169	150	228	99	346	105	551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4129	g21327.t1	522.750098488836	-2.53715199935471	0.50655119811742	-5.00867831086759	5.48050865716879e-07	1.09281847739951e-05	784	157	1180	156	74	222	440	1183	233	178	373	119	424	170	686	sp	Q96SD1	DCR1C_HUMAN	50.765	392	168	8	1	1128	1	383	2.88e-122	380
4130	g21328.t1	57.9931252690786	-1.96440787667197	0.596779788716087	-3.2916796342889	0.000995909908571662	0.00587098388881414	6	24	28	12	11	195	137	33	31	64	9	17	144	75	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4131	g21330.t1	16.1641981132734	-2.58649198502183	0.874294064179386	-2.95837761114106	0.00309263022723592	0.0147115053479962	1	2	1	11	4	32	59	2	5	4	5	8	14	1	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4132	g21331.t1	5.48614849526974	-4.56791031992941	1.45984043554009	-3.12904767447371	0.00175373851710993	0.00928134364424492	0	12	1	2	0	7	1	9	0	0	0	0	0	2	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4133	g21332.t1	298.008213770752	-3.84736501641214	0.937253667802055	-4.10493460690803	4.04429267336461e-05	0.000418801077323903	142	15	101	235	2	368	351	373	8	3	30	9	735	10	1478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4134	g21334.t1	31.3143485995342	-3.313868404126	1.17871763876617	-2.81141835426745	0.00493236070465759	0.0212615309514379	9	134	0	8	0	54	16	0	0	4	14	10	30	13	15	sp	Q8CFG5	CA2D3_RAT	41.188	1061	559	18	103	3219	45	1062	0	809
4135	g21337.t1	1586.84420971471	-6.16021393908154	0.703117916209884	-8.76128142529466	1.93043184282672e-18	5.42401206747481e-16	96	104	435	61	35	1365	1825	3436	59	79	27	36	6832	80	5470	sp	P19221	THRB_MOUSE	41.502	253	134	7	1000	1716	360	612	6.71e-55	199
4136	g21338.t1	157.511246480176	-6.15387356975912	0.663823131053757	-9.27035121537633	1.85533975871375e-20	7.16790637138784e-18	17	45	64	2	3	154	191	349	6	4	8	9	537	5	517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4137	g21340.t1	3.73520177854806	-3.30562332962964	1.28266077853127	-2.57716099607785	0.00996155412431578	0.0365405143059377	0	8	1	0	1	12	4	0	1	0	0	0	18	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4138	g21341.t1	487.479098189351	-3.15479880629769	0.694603096635943	-4.54187264867779	5.57567212238419e-06	8.03662001117801e-05	328	0	599	183	128	1084	571	1075	135	94	50	109	681	155	1045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4139	g21341.t2	208.718459470221	-1.09018978231861	0.408881966905476	-2.66627014776281	0.00766980336242509	0.0299010954834547	139	118	194	39	116	165	293	336	249	119	288	125	246	284	200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4140	g21342.t1	19.7052358557446	-3.17424212451257	0.997532494104465	-3.18209396011931	0.00146214375058113	0.00802676479163227	0	2	1	6	3	144	39	1	5	8	0	6	30	6	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
