gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
g22915.t1	156.9502342	-5.209490388	1.102999115	-4.723023182	2.32E-06	2.68E-05	3	0	9	0	1323	281	5	12	18	11	9	230	11	251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22918.t1	410.7003588	-0.931375015	0.23568346	-3.951804747	7.76E-05	0.000559286	381	225	323	345	493	514	439	362	325	259	285	572	605	469	sp	Q91YT7	YTHD2_MOUSE	74.129	201	52	0	1375	1977	371	571	3.96E-104	332
g22919.t1	76.4624034	1.302454169	0.181715437	7.167548281	7.64E-13	4.10E-11	47	32	102	165	54	30	16	134	125	115	117	54	203	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22920.t1	194.2171127	1.641700126	0.213761764	7.680045754	1.59E-14	1.20E-12	109	71	260	346	90	98	42	367	299	548	287	79	430	76	sp	Q8N3Y7	RDHE2_HUMAN	51.211	289	136	3	67	930	24	308	1.76E-99	298
g22926.t1	626.2010526	-1.321167276	0.241819101	-5.463452935	4.67E-08	8.60E-07	698	949	529	373	549	579	565	492	438	317	469	943	439	855	sp	Q6P268	PDCL3_DANRE	51.818	220	80	3	1	588	1	218	8.22E-62	196
g22927.t1	16.86940782	-1.450240211	0.559861642	-2.590354656	0.00958771	0.031119393	2	9	13	5	50	29	6	7	17	9	11	20	16	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22929.t1	3253.389145	-0.63153378	0.238760733	-2.645048751	0.008167915	0.027374817	2800	2824	3414	3266	3470	2515	3314	3681	2478	3277	2283	3510	3640	3733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22931.t1	28.81509371	1.410466379	0.566748371	2.488699486	0.012821129	0.039208444	5	6	27	33	17	31	0	48	55	76	58	7	65	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22933.t3	35.04764792	-2.803217366	0.653337528	-4.29061128	1.78E-05	0.000155215	29	17	10	21	80	59	44	12	0	0	21	51	14	75	sp	Q8IZA0	K319L_HUMAN	47.376	686	353	5	1330	3378	308	988	0	623
g22933.t4	8.675334946	6.299400232	1.870517112	3.367731945	0.000757892	0.003737609	0	0	30	29	0	0	0	53	33	0	0	0	0	0	sp	Q8IZA0	K319L_HUMAN	47.376	686	353	5	1330	3378	308	988	0	622
g22940.t1	5.369303019	1.596113252	0.630823864	2.530204298	0.011399613	0.035819106	4	2	4	5	2	6	0	16	16	5	12	3	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22941.t1	16.94187442	1.806277082	0.397273714	4.546681594	5.45E-06	5.60E-05	4	8	25	26	7	4	3	27	25	59	31	10	30	9	sp	P50053	KHK_HUMAN	44.595	296	160	3	52	936	3	295	4.68E-80	248
g22945.t1	145.0848161	1.661064396	0.274500235	6.051231225	1.44E-09	3.89E-08	78	70	207	269	75	107	17	289	217	383	211	52	336	34	sp	P13010	XRCC5_HUMAN	36.016	733	438	15	1	2142	12	732	2.49E-124	390
g22948.t1	16.0312011	1.66772656	0.44278343	3.766461089	0.000165578	0.001059233	12	2	26	30	5	16	1	39	27	23	26	2	45	9	sp	Q94AT3	PUKI_ARATH	26.761	355	227	10	136	1122	2	349	9.91E-32	127
g22949.t1	13.22751874	1.681781152	0.503773989	3.338364403	0.000842732	0.004099272	5	6	8	27	10	10	1	30	13	53	18	3	26	4	sp	Q84K35	PUMY_ARATH	52.857	280	130	2	79	915	23	301	4.53E-77	241
g22950.t1	6118.143104	-0.858862074	0.212782931	-4.036329741	5.43E-05	0.000412565	5376	7572	5692	5247	8517	5747	5574	5295	5636	5736	3841	6165	5757	6278	sp	P05388	RLA0_HUMAN	73.091	275	74	0	1	825	1	275	2.36E-141	404
g22968.t1	27.59606826	2.239364418	0.80119988	2.795013423	0.005189756	0.018697553	8	8	14	120	18	0	3	150	17	35	44	26	20	0	sp	Q8IZF6	AGRG4_HUMAN	27.395	668	426	23	1033	2997	2384	3005	4.88E-48	191
g22970.t1	155.4729295	0.650107915	0.272486845	2.385832301	0.01704052	0.049228969	80	88	227	262	151	150	32	243	187	287	146	84	296	154	sp	Q7KRS9	ZMYD8_DROME	35.842	279	162	9	595	1407	343	612	1.29E-48	194
g22970.t1	155.4729295	0.650107915	0.272486845	2.385832301	0.01704052	0.049228969	80	88	227	262	151	150	32	243	187	287	146	84	296	154	sp	Q7KRS9	ZMYD8_DROME	27.778	216	127	4	3301	3942	1247	1435	9.30E-22	107
g22974.t1	9.681173366	-2.828180419	1.102883292	-2.564351496	0.01033688	0.033120407	0	0	0	0	15	37	4	6	2	9	2	15	1	34	sp	Q5RFZ7	F167A_DANRE	37.634	186	90	4	256	747	22	203	3.24E-27	107
g22979.t1	338.8903021	1.703928154	0.388511015	4.385791111	1.16E-05	0.000106658	320	127	362	704	103	162	66	402	533	1208	565	122	634	58	sp	Q29496	CP3AO_SHEEP	37.634	465	264	7	16	1395	53	496	4.82E-111	340
g22982.t1	52.64253371	2.250393362	0.277212547	8.11793474	4.74E-16	4.54E-14	18	20	98	135	19	19	3	113	58	127	73	17	166	16	sp	Q5PQ50	NUD19_XENLA	37.017	362	203	8	1	1068	5	347	9.21E-79	250
g22984.t1	113.657934	1.27334519	0.266100471	4.785204576	1.71E-06	2.03E-05	78	46	166	169	106	71	12	172	202	244	172	54	272	50	sp	P70712	KYNU_RAT	51.299	462	213	3	94	1479	9	458	1.21E-178	513
g22988.t1	78.6251277	0.792913407	0.221233488	3.584056894	0.000338298	0.001913596	45	64	122	126	56	63	38	98	92	111	124	37	201	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22989.t2	105.3939159	1.034330007	0.233315937	4.433173412	9.29E-06	8.82E-05	64	72	168	229	92	63	37	210	142	97	146	47	259	37	sp	Q9Z2D0	MTMR9_MOUSE	66.605	542	179	1	1	1620	1	542	0	778
g23.t1	10.80217415	-2.857680425	1.19517507	-2.391014085	0.016801908	0.048773662	7	0	7	4	1	48	1	1	2	5	2	0	0	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g230.t1	65.00053673	0.854481142	0.264877606	3.225947096	0.001255566	0.005715518	49	27	64	114	48	77	11	95	88	117	114	35	142	40	sp	Q5RA75	F135A_PONAB	58.786	313	116	3	2827	3732	785	1095	2.44E-107	367
g230.t1	65.00053673	0.854481142	0.264877606	3.225947096	0.001255566	0.005715518	49	27	64	114	48	77	11	95	88	117	114	35	142	40	sp	Q5RA75	F135A_PONAB	39.956	458	268	5	1	1362	1	455	9.53E-92	323
g23004.t1	13.48450442	2.167035315	0.509886688	4.250033131	2.14E-05	0.000181554	3	4	39	34	6	4	1	45	22	8	27	6	12	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23005.t1	21.16754604	2.342370738	0.359010092	6.524526165	6.82E-11	2.53E-09	6	8	41	45	4	6	6	50	55	28	43	9	38	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23006.t1	95.19808194	1.024552528	0.218916265	4.680111485	2.87E-06	3.22E-05	65	29	115	198	69	85	22	158	143	115	179	82	215	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23007.t1	82.78832247	1.559734099	0.387755488	4.022468146	5.76E-05	0.000433918	24	41	159	145	69	73	9	138	115	107	187	49	238	6	sp	Q5PQ53	PEF1_XENLA	47.561	164	85	1	376	864	114	277	9.99E-55	182
g23009.t1	503.9011753	-2.052803219	0.313573928	-6.546472892	5.89E-11	2.20E-09	384	361	229	268	917	541	745	272	265	110	237	974	332	687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23012.t1	12.41648432	1.166380751	0.485512958	2.402367911	0.016289316	0.047573631	6	11	9	41	15	2	4	16	24	15	16	6	31	2	sp	C6KFA3	AGRG6_DANRE	26.655	589	333	15	688	2268	569	1120	1.70E-34	145
g23015.t1	61.07698324	-5.630277204	1.859341464	-3.028102859	0.002460943	0.010073578	0	1	1	2	765	4	0	5	0	0	11	0	2	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g2303.t1	14.36488471	-2.595617146	0.922091548	-2.814923476	0.004878885	0.01778874	2	3	11	0	35	20	1	4	8	3	3	4	5	81	sp	P23975	SC6A2_HUMAN	59.002	561	225	3	343	2025	62	617	0	612
g23046.t1	4.53450068	-3.342229518	1.327094326	-2.518456641	0.011787039	0.036737589	0	0	0	1	11	9	0	2	0	0	1	3	4	27	sp	O97967	BRS3_SHEEP	27.616	344	219	11	94	1071	52	383	5.62E-23	102
g23048.t1	9.36023897	-4.116782648	0.850341413	-4.841329127	1.29E-06	1.58E-05	10	16	0	3	9	5	27	0	3	0	0	9	3	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23049.t1	522.7669046	-1.068510061	0.286579477	-3.728494694	0.000192627	0.001198197	408	725	432	360	434	547	574	307	264	612	343	761	607	548	sp	Q9NQL2	RRAGD_HUMAN	73.611	360	66	3	64	1104	30	373	0	516
g23052.t1	193.540694	2.567683603	0.414279056	6.197956577	5.72E-10	1.69E-08	44	108	239	507	21	50	39	314	253	451	311	32	946	21	sp	Q9WVL6	EXTL3_MOUSE	74.016	254	45	2	1	702	666	918	1.51E-132	398
g23053.t1	113.2127693	2.769115043	0.411761394	6.725047769	1.76E-11	7.30E-10	20	41	157	256	23	24	31	205	151	317	179	9	510	10	sp	Q9WVL6	EXTL3_MOUSE	45.622	217	111	3	100	738	437	650	4.12E-44	162
g23054.t1	232.9557047	2.819406461	0.342967665	8.220618884	2.02E-16	2.08E-14	44	91	322	570	35	61	37	341	281	623	439	40	1118	26	sp	O43909	EXTL3_HUMAN	40.476	210	122	3	286	915	135	341	2.97E-46	170
g23057.t1	101.2859236	-0.771350236	0.280320496	-2.751672627	0.005929176	0.020953415	89	71	53	125	234	142	52	118	80	49	111	112	127	91	sp	Q5BJU6	CRBL2_RAT	58.242	91	38	0	124	396	21	111	2.23E-32	114
g2306.t1	19.61294764	3.460740333	0.938119182	3.689019902	0.00022512	0.001365864	1	2	50	2	11	4	1	4	12	166	14	2	48	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23061.t1	25.80328295	-5.14638831	1.277858508	-4.027353792	5.64E-05	0.000426415	0	0	2	1	12	89	1	1	2	0	2	2	5	188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23064.t1	11.72959838	2.035971098	0.570020577	3.57175018	0.000354604	0.001990796	3	0	20	23	4	12	3	8	18	34	37	4	18	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23065.t3	39.81881566	-0.872529645	0.351625637	-2.481416466	0.013086138	0.039899662	67	23	32	37	29	54	43	32	32	41	21	23	48	48	sp	Q9BXW6	OSBL1_HUMAN	43.824	1020	488	15	64	3090	5	950	0	797
g23080.t1	2.599060745	-4.262334754	1.605261243	-2.655228096	0.00792548	0.026710981	4	1	0	0	0	7	0	0	0	0	1	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23095.t1	328.6791971	-0.994199648	0.224652709	-4.425495919	9.62E-06	9.08E-05	395	403	324	228	384	296	282	354	218	134	288	477	375	314	sp	Q5ZMM5	ZN706_CHICK	72.368	76	21	0	1	228	1	76	3.72E-27	96.7
g23098.t1	42.25140639	1.104550984	0.31334256	3.525058913	0.000423389	0.002302654	31	22	44	103	36	39	6	76	45	46	96	22	104	12	sp	Q8BUZ3	TIGD4_MOUSE	43.077	130	70	2	28	411	17	144	3.86E-26	109
g23111.t1	151.2898704	-1.097642856	0.276981047	-3.962880743	7.41E-05	0.000539272	120	154	96	163	115	136	170	103	113	86	116	298	165	182	sp	Q6DCX2	AGO2_XENLA	72.45	853	213	4	166	2706	26	862	0	1275
g23112.t1	5444.398955	-0.939375446	0.238697582	-3.935420872	8.31E-05	0.000592589	5583	5593	4536	5385	7579	4655	5173	5814	5079	2158	3981	6193	5542	6222	sp	P36241	RL19_DROME	77.157	197	45	0	1	591	1	197	2.78E-86	256
g23113.t1	15.02391983	1.711737989	0.384835465	4.4479736	8.67E-06	8.35E-05	4	9	16	22	5	11	3	28	18	38	32	4	50	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23114.t1	7.399951306	2.871241722	0.64198575	4.472438405	7.73E-06	7.57E-05	1	0	3	24	3	1	1	15	10	18	20	4	27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23115.t1	5.865398838	2.080632947	0.66468478	3.130255138	0.001746545	0.007568487	2	2	6	12	1	4	1	7	11	3	12	4	40	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23116.t1	13.78464661	2.345596086	0.489425238	4.792552375	1.65E-06	1.96E-05	5	1	14	23	2	8	6	28	40	19	27	3	52	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23118.t1	18.85609346	1.880149329	0.345574187	5.440653262	5.31E-08	9.63E-07	8	1	34	29	8	9	2	29	40	32	35	14	64	8	sp	Q6DFF4	INT9_XENLA	58.621	667	266	4	1	1998	1	658	0	790
g23120.t1	12.34093709	1.67180662	0.624114367	2.678686322	0.00739116	0.025183827	4	4	24	20	6	6	1	26	2	28	33	18	33	0	sp	Q5G267	NETR_MACMU	35.106	188	119	3	1	564	304	488	1.20E-25	115
g23120.t1	12.34093709	1.67180662	0.624114367	2.678686322	0.00739116	0.025183827	4	4	24	20	6	6	1	26	2	28	33	18	33	0	sp	Q5G267	NETR_MACMU	31.532	222	140	4	1	630	194	415	9.95E-21	100
g23122.t1	108.158259	0.947860628	0.251190832	3.773468244	0.000160994	0.001033634	60	64	99	220	117	79	21	200	194	107	177	56	268	59	sp	Q7Z7G8	VP13B_HUMAN	31.477	1185	724	25	1579	5052	1949	3072	4.06E-166	581
g23122.t1	108.158259	0.947860628	0.251190832	3.773468244	0.000160994	0.001033634	60	64	99	220	117	79	21	200	194	107	177	56	268	59	sp	Q7Z7G8	VP13B_HUMAN	37.906	678	310	17	6220	8022	3378	4021	2.19E-96	354
g23122.t1	108.158259	0.947860628	0.251190832	3.773468244	0.000160994	0.001033634	60	64	99	220	117	79	21	200	194	107	177	56	268	59	sp	Q7Z7G8	VP13B_HUMAN	31.092	357	180	9	208	1254	1459	1757	2.43E-37	160
g23123.t1	897.0780209	-1.120763586	0.293418613	-3.819674476	0.000133628	0.000882988	855	1396	654	533	659	736	1102	754	500	860	619	1292	1007	780	sp	Q8BVE3	VATH_MOUSE	56.345	394	153	3	52	1176	5	398	1.55E-151	441
g23125.t1	106.6975257	0.797813411	0.275583809	2.894993773	0.003791661	0.014435388	126	45	130	180	79	88	27	241	158	83	178	64	225	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23126.t1	46.92353602	1.335411008	0.386517788	3.454979428	0.000550335	0.002855019	43	9	36	57	27	36	8	104	61	143	76	32	110	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23127.t1	23.93525509	1.455453911	0.390342707	3.728656602	0.000192503	0.001197792	11	10	20	33	25	15	3	59	41	47	63	14	41	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23128.t1	124.3049919	-0.909061089	0.259807114	-3.498984594	0.000467034	0.002491698	134	52	84	117	223	165	115	124	91	89	84	182	177	96	sp	Q9WUU9	GANP_MOUSE	37.302	252	127	6	1375	2055	429	674	7.39E-29	127
g23131.t1	1369.892451	-2.984604146	0.550954915	-5.417147688	6.06E-08	1.08E-06	410	4917	320	182	1198	814	2539	296	281	214	565	2271	949	837	sp	O15335	CHAD_HUMAN	27.362	307	186	5	94	930	38	335	1.34E-28	120
g23132.t1	1832.030249	0.973630962	0.362336063	2.687093724	0.007207673	0.024672311	815	1685	1880	3820	868	1575	811	2623	2834	2491	3846	290	3607	948	sp	O15335	CHAD_HUMAN	26.471	306	190	4	133	969	38	335	6.37E-27	116
g23136.t1	9.208009884	1.757060013	0.674700726	2.604206496	0.009208726	0.030128148	13	2	3	19	1	6	0	12	26	27	13	2	24	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23137.t1	113.0671897	1.220613333	0.211622874	5.767870515	8.03E-09	1.77E-07	76	59	142	260	69	70	34	180	185	115	175	62	361	38	sp	Q92576	PHF3_HUMAN	41.603	262	131	5	1705	2439	878	1134	2.44E-44	181
g23137.t1	113.0671897	1.220613333	0.211622874	5.767870515	8.03E-09	1.77E-07	76	59	142	260	69	70	34	180	185	115	175	62	361	38	sp	Q92576	PHF3_HUMAN	46.853	143	76	0	2737	3165	1208	1350	3.74E-37	157
g23138.t2	128.0571075	-0.75122129	0.239235812	-3.140087117	0.001688976	0.007354824	88	155	115	106	150	138	116	151	111	69	79	172	221	113	sp	Q4H4B6	SCRIB_DANRE	60.896	491	163	6	1	1413	1	482	3.53E-161	533
g23138.t2	128.0571075	-0.75122129	0.239235812	-3.140087117	0.001688976	0.007354824	88	155	115	106	150	138	116	151	111	69	79	172	221	113	sp	Q4H4B6	SCRIB_DANRE	48.289	526	235	8	2059	3573	752	1261	4.79E-130	446
g23138.t4	131.3928606	-1.250520251	0.438409363	-2.85240316	0.004339003	0.016140965	56	116	87	61	184	135	192	34	69	174	60	168	201	165	sp	Q4H4B6	SCRIB_DANRE	60.896	491	163	6	1	1413	1	482	5.93E-161	534
g23138.t4	131.3928606	-1.250520251	0.438409363	-2.85240316	0.004339003	0.016140965	56	116	87	61	184	135	192	34	69	174	60	168	201	165	sp	Q4H4B6	SCRIB_DANRE	49.105	503	219	8	2059	3504	752	1238	6.54E-130	447
g23139.t1	8.755578038	-3.02804252	1.179298489	-2.567664207	0.010238628	0.032882799	4	2	7	0	4	31	1	0	5	0	3	2	0	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23141.t1	49.39351914	2.067336854	0.614043571	3.366759219	0.000760571	0.003745403	8	0	74	165	25	28	3	82	118	15	76	34	192	25	sp	P45878	FKBP2_MOUSE	40	130	74	2	16	396	8	136	2.99E-26	102
g23147.t1	1.901973549	-3.757401587	1.556330627	-2.414269515	0.015766795	0.046375762	0	0	0	0	1	6	4	0	0	0	0	1	2	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23151.t1	26.38720699	1.427644738	0.586612596	2.433709652	0.014944978	0.04435822	28	5	13	42	15	24	4	70	86	37	23	15	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23155.t1	35.17270852	-2.541471312	0.598518636	-4.246269303	2.17E-05	0.000184323	12	5	6	11	72	54	67	13	24	7	5	42	26	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23156.t1	740.9992277	-4.200099755	0.62800862	-6.687965135	2.26E-11	9.23E-10	119	74	55	107	4563	1133	479	125	111	47	81	1527	157	1201	sp	P14272	KLKB1_RAT	43.162	234	124	4	2029	2709	390	621	4.39E-57	211
g23157.t1	601.3314876	-4.364755207	0.669989517	-6.514661944	7.29E-11	2.67E-09	74	48	40	79	3978	919	341	95	99	37	44	1247	97	904	sp	P80646	CTRB_GADMO	32.468	231	136	9	1570	2229	18	239	1.12E-22	102
g23158.t1	13.02528551	-3.476433646	0.875388414	-3.971304157	7.15E-05	0.000522971	9	1	1	2	51	29	2	5	0	0	3	66	10	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23159.t1	2.725804234	-4.772264599	1.611679838	-2.96105001	0.003065922	0.01211243	0	0	0	0	1	22	1	0	0	0	0	12	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23161.t1	19.26599953	1.178225916	0.404435603	2.91325963	0.003576771	0.01377612	7	4	19	46	13	21	1	50	17	25	33	19	52	11	sp	P46023	GR101_LYMST	42.41	1087	535	25	232	3372	36	1071	0	714
g23164.t1	3.070360391	1.994968865	0.781515499	2.552692641	0.010689378	0.034026163	1	1	4	3	0	1	1	11	3	5	5	0	13	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23166.t1	28.16034535	1.369536933	0.443400466	3.088713338	0.002010253	0.00851301	23	11	23	88	18	19	5	60	32	11	54	17	108	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	31.348	638	309	16	52	1839	721	1271	9.84E-77	287
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	32.948	519	296	16	355	1839	1085	1575	6.18E-58	226
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	40.755	265	141	8	1057	1839	712	964	9.68E-47	189
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	27.858	621	324	23	52	1734	1027	1583	3.90E-42	174
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	30.808	396	232	14	919	2052	361	732	4.82E-39	164
g23171.t1	1149.833756	1.768129595	0.397447481	4.448712547	8.64E-06	8.33E-05	482	186	1337	2027	324	884	399	2326	1963	1035	2889	728	4526	122	sp	Q9QYP1	LRP4_RAT	36.97	165	93	2	184	678	510	663	3.24E-26	122
g23173.t2	278.2574361	1.030731605	0.240428624	4.287058623	1.81E-05	0.000157316	199	242	250	537	188	146	66	499	352	561	428	151	660	110	sp	Q15067	ACOX1_HUMAN	49.094	662	319	3	43	2010	1	650	0	675
g23174.t2	53.73512158	1.420960377	0.375497425	3.784208046	0.000154199	0.000994833	6	23	75	95	24	30	18	94	120	115	36	29	148	40	sp	Q5RCT1	TPD54_PONAB	54.032	124	53	1	532	903	59	178	7.03E-39	140
g23176.t1	66.04971908	0.73230287	0.295113324	2.48142937	0.013085664	0.039899662	76	55	93	108	38	29	26	143	67	57	94	38	175	29	sp	Q9NX57	RAB20_HUMAN	38.119	202	98	2	22	546	2	203	1.11E-43	149
g23180.t1	21.05226565	-1.909153523	0.657830697	-2.902195855	0.003705568	0.014152366	3	7	19	6	29	66	5	8	6	10	8	17	21	76	sp	Q9H2Y9	SO5A1_HUMAN	29.904	729	440	18	4	2079	67	761	2.66E-82	283
g23188.t1	327.8430453	-2.734483399	0.710149695	-3.85057322	0.000117842	0.00079093	17	1441	58	158	163	160	683	153	74	115	97	333	84	105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23189.t1	1037.691618	-2.792834309	0.705431912	-3.959041635	7.53E-05	0.000546264	78	4891	181	489	410	487	2036	426	173	332	371	1099	301	314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23190.t1	9322.443981	-5.241699458	0.779398981	-6.72530961	1.75E-11	7.30E-10	332	54017	409	760	3681	2216	20261	840	447	272	573	5352	1022	5347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23191.t1	101.1772769	0.735989691	0.194642831	3.781231948	0.000156054	0.001004903	68	42	103	180	101	91	33	153	161	165	120	85	230	47	sp	Q8NB78	KDM1B_HUMAN	48.251	829	374	6	7	2367	6	821	0	825
g23192.t1	7.086398777	2.309364483	0.682944576	3.38148155	0.000720961	0.003578755	1	0	25	19	6	3	3	15	7	4	13	1	19	0	sp	Q8IUQ0	CLVS1_HUMAN	46.462	325	167	2	46	999	30	354	6.25E-103	309
g23195.t1	1408.820343	-1.378879126	0.281023732	-4.906628765	9.27E-07	1.19E-05	878	772	836	1086	1785	2149	1324	1085	854	827	861	2296	1289	2664	sp	O35604	NPC1_MOUSE	47.153	1317	605	18	37	3942	25	1265	0	1100
g23198.t1	202.4592736	-1.594326023	0.537154607	-2.968095225	0.002996515	0.011871812	47	510	50	202	156	114	378	117	73	146	140	263	155	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23199.t1	34.16557216	2.559428601	0.601617796	4.254243506	2.10E-05	0.000178772	5	0	81	77	21	23	0	84	64	55	68	3	75	12	sp	Q9D8B1	AIG1_MOUSE	41.758	182	100	2	187	714	42	223	9.29E-44	150
g232.t1	10.31503801	-5.876152382	1.444953175	-4.06667322	4.77E-05	0.000367977	1	0	0	0	56	21	0	0	0	0	2	12	1	41	sp	Q6P2X9	MOT12_XENTR	29.155	343	189	6	40	1059	15	306	9.08E-34	136
g23215.t1	124.0562164	-2.108729557	0.744470041	-2.8325244	0.004618204	0.017016334	16	15	27	74	165	703	52	38	103	25	43	408	106	14	sp	Q23551	UNC22_CAEEL	37.224	3170	1818	47	1237	10362	3674	6799	0	2014
g23215.t1	124.0562164	-2.108729557	0.744470041	-2.8325244	0.004618204	0.017016334	16	15	27	74	165	703	52	38	103	25	43	408	106	14	sp	Q23551	UNC22_CAEEL	29.493	2821	1618	77	745	8637	2098	4737	0	938
g23215.t1	124.0562164	-2.108729557	0.744470041	-2.8325244	0.004618204	0.017016334	16	15	27	74	165	703	52	38	103	25	43	408	106	14	sp	Q23551	UNC22_CAEEL	32.587	1608	883	37	616	5202	2944	4429	0	696
g23215.t1	124.0562164	-2.108729557	0.744470041	-2.8325244	0.004618204	0.017016334	16	15	27	74	165	703	52	38	103	25	43	408	106	14	sp	Q23551	UNC22_CAEEL	31.61	1547	921	32	7	4332	1159	2673	0	647
g23215.t1	124.0562164	-2.108729557	0.744470041	-2.8325244	0.004618204	0.017016334	16	15	27	74	165	703	52	38	103	25	43	408	106	14	sp	Q23551	UNC22_CAEEL	33.687	1413	833	29	1189	5229	1889	3263	0	637
g23215.t1	124.0562164	-2.108729557	0.744470041	-2.8325244	0.004618204	0.017016334	16	15	27	74	165	703	52	38	103	25	43	408	106	14	sp	Q23551	UNC22_CAEEL	37.362	993	575	14	721	3576	4445	5431	6.72E-168	592
g23215.t1	124.0562164	-2.108729557	0.744470041	-2.8325244	0.004618204	0.017016334	16	15	27	74	165	703	52	38	103	25	43	408	106	14	sp	Q23551	UNC22_CAEEL	31.383	1265	753	27	2683	6390	1495	2673	7.31E-149	529
g23215.t1	124.0562164	-2.108729557	0.744470041	-2.8325244	0.004618204	0.017016334	16	15	27	74	165	703	52	38	103	25	43	408	106	14	sp	Q23551	UNC22_CAEEL	26.136	1695	1116	45	3766	8580	1602	3250	3.33E-108	395
g23215.t1	124.0562164	-2.108729557	0.744470041	-2.8325244	0.004618204	0.017016334	16	15	27	74	165	703	52	38	103	25	43	408	106	14	sp	Q23551	UNC22_CAEEL	34.804	612	358	15	4639	6390	1487	2085	2.17E-81	306
